source,target
Tom ist nicht viel älter als ich.,Tom isn't much older than me.
Es hat drei Tage in Folge geregnet.,It rained three days on end.
Kinder sollten ihren Eltern gehorchen.,Children should obey their parents.
"Ich hoffe, das genügt.",I hope this is enough.
"Keine Nachricht, gute Nachricht.",No news is good news.
Tom ließ vor Überraschung das Messer fallen.,Tom dropped the knife in surprise.
"Die niederländischen Behörden argumentieren, dass der Bausektor in den Niederlanden und in der gesamten Europäischen Union von der Krise stark betroffen sei.",The Dutch authorities argue that the construction sector in the Netherlands as well as in the entire European Union has been severely affected by the crisis.
Warum muss ich all dies lernen?,Why do I have to learn all this stuff?
Ich gebe dir noch eine letzte Chance.,I'm going to give you one last chance.
In wie vielen Ländern bist du schon gewesen?,How many countries have you gone to?
Ich habe sie gesehen.,I saw them.
"Danke, daß du mitgemacht hast!",Thank you for joining us.
"Wie kann ich Sie dazu bringen, Ihre Meinung zu ändern?",How can I change your mind?
"Wissen Sie, was Tom am liebsten trinkt?",Do you know what Tom's favorite drink is?
"Frag Maria mal, ob sie Französisch spricht!",Ask Mary if she can speak French.
"Tom spricht immer so leise, dass ich kaum verstehen kann, was er sagt.",Tom always speaks in such a low voice that I can barely understand what he says.
"Vergewissern Sie sich, zusammenzuhalten, so dass niemand verloren geht.",Make sure you stick together so no one gets lost.
"Nein, danke. Ich bin satt.","No, thank you. I'm full."
Ich bin bei meinen Eltern.,I'm at my parents' place.
Als Jugendlicher hat Tom drei Eier am Tag gegessen.,"When Tom was young, he ate three eggs every day."
"Kennen Sie die Damen, die gerade aus dem Zug gestiegen sind?",Do you know those ladies who just got off the train?
Er hat Angst vorm Schwimmen.,He is afraid of swimming.
Was machst du in Toms Auto?,What are you doing in Tom's car?
Habt ihr euch seinen Namen aufgeschrieben?,Did you write down his name?
"Tom will, dass ich aufhöre, mit Maria zu sprechen.",Tom wants me to stop talking to Mary.
Können Sie das Bild rahmen?,Can you frame this picture?
Wir machen uns kein Sorgen.,We're not worried.
"Möchtest du wirklich, dass ich dir helfe?",Do you really want me to help you?
"Sag mir, wohin ich diese Bücher legen soll.",Tell me where to put these books.
"Ich bin mir nicht sicher, ob ich Ihnen folgen kann.",I'm not sure that I follow you.
Tom wird bald von Australien her hier ankommen.,Tom will be arriving here soon from Australia.
Hast du sie seit 1990 gekannt?,Have you known her since 1990?
"China hat öffentlich erklärt, dass es bis zum Ende des Jahrhunderts die größte Macht auf dem Planeten werden will.",China has declared publicly that it aims to become the largest power on the planet by the end of the century.
Sie hätten sich wärmer anziehen sollen.,You should've dressed more warmly.
"Das ist der Schlüssel, nach dem ich gesucht habe.",This is the key that I've been looking for.
"Ich werde tun, was du sagst.",I will do what you say.
"Meine Eltern sind dagegen, dass meine Schwester einen Ausländer heiratet.",My parents are opposed to my sister marrying a foreigner.
Tom war von der Hitze schwindelig.,Tom felt dizzy from the heat.
Hast du dieses Lied schon einmal gehört?,Have you ever heard this song before?
Halt die Klappe und küss mich.,Shut up and kiss me.
Wir wollen Toms Sachen abholen.,We've come for Tom's things.
"Ich fragte mich gerade, welche Sprachen ihr sprechen könnt.",I was just wondering what languages you can speak.
Können Sie das noch einmal sagen?,Can you say that one more time?
Ich werde dir später schreiben.,I'll write to you later.
Halten Sie sich davon fern!,Keep away from that.
"Ich wurde zu gegebener Zeit von Europol informiert, und durch volle Transparenz werde ich Frau in 't Veld und dem gesamten Ausschuss darüber informieren, wie ich informiert wurde.","I was informed in due course by Europol and, through full transparency, I will inform Mrs in 't Veld and the whole committee of how I was informed."
Dieser Mantel ist mir zu klein.,This coat is too short on me.
Ich sollte sie besser fragen.,I had better ask her.
Tom ist gerade beim Abendessen.,Tom is eating dinner now.
"Sie bereitet schnell, im Nu, vorzügliche Gerichte zu.",She makes excellent meals in the blink of an eye.
Tom war überrascht und ein wenig beängstigt.,Tom was surprised and a little frightened.
So verzweifelt bin ich noch nicht.,I'm not that desperate yet.
Ich bin verrückt nach Golf.,I'm crazy about golf.
Ihr seid immer beschäftigt.,You're always busy.
Tom und Maria gingen nach draußen.,Tom and Mary went outside.
Bist du immer noch mit ihnen befreundet?,Are you still friends with them?
Die Babys werden von Freiwilligen versorgt.,The babies are taken care of by volunteers.
Sie haben ein schönes Lächeln.,You've got a beautiful smile.
Sein Verhalten ist lobenswert.,His behavior is worthy of praise.
Tom öffnete ein Bier.,Tom opened a beer.
Sie sind schön.,You are beautiful.
Nach der Klausur habe ich alles vergessen.,"After the exam, I forgot everything."
Manche entspannt das Lesen.,Some people find reading relaxing.
"Schatz, ich bin zu Hause!","Honey, I'm home!"
Sie haben sich wirklich verbessert.,You've really improved.
Arbeitet ihr in einem Krankenhaus?,Do you work at a hospital?
Was ist für dich am wichtigsten?,What's the most important thing to you?
Morgen wird es wahrscheinlich regnen.,It'll probably rain tomorrow.
Viele Strandgänger missachteten die Warnungen.,Many beachgoers ignored the warnings.
"Wir haben eine Falle gelegt, um einen Fuchs zu fangen.",We set a trap to catch a fox.
"Ich verspreche, dir jeden Tag eine E-Mail zu schicken.",I promise to email you every day.
Die Neuigkeit traf erst einige Tage später ein.,It was not until a few days later that the news arrived.
Lasst mich euch und euren Freunden wenigstens ein Getränk spendieren.,At least let me buy you and your friends a drink.
"Verstehst du nicht, warum?",Don't you understand why?
"Tom sagte, dass er sehr beschäftigt sei.",Tom said that he was really busy.
Was esst ihr normalerweise zum Frühstück?,What do you usually have for breakfast?
Ich kannte Tom sehr gut.,I knew Tom very well.
Ich habe alle meine Ketten verloren oder zerbrochen.,I've lost or broken all my necklaces.
Auf dieser Straße herrscht starker Verkehr.,There is heavy traffic on this street.
Wie viele Geschenke hat das junge Paar bekommen?,How many presents did the young couple receive?
Was mache ich damit?,What am I going to do about it?
Der zweite Grund ist die Schwächung der Kommission.,The second cause is the weakening of the Commission.
Die Polizei hat Tom in sicherem Gewahrsam.,The police have Tom safely locked up.
"In ein paar Minuten habe ich eine Prüfung, und ich werde bestimmt durchfallen.","I've got an exam in a few minutes, and I'm going to fail for sure."
"Das Europäische Parlament hat entscheidend zu diesem Fortschritt beigetragen, und die EZB lobt ihre Arbeit.","The European Parliament has contributed decisively to that progress, and the ECB commends its work."
Die Summe aller Winkel eines Dreiecks beträgt hundertachtzig Grad.,The sum of all the angles in a triangle equals 180 degrees.
Das hängt ganz von dir ab.,It all depends on you.
"Tom sagte, dass er mir helfen würde.",Tom said that he'd help me.
"Tom hat gesagt, er sei sich nicht sicher, ob Maria das müsse.",Tom said that he isn't sure Mary needs to do that.
"Was tätet ihr, wenn die Welt morgen unterginge?","If the world was going to end tomorrow, what would you do?"
"Ich habe gehört, daß ihr nicht kommt.",I heard that you're not coming.
Mach die Tür auf! Ich will hier raus!,Open the door. I want to get out of here.
Es sind keine Orangen auf dem Tisch.,There are no oranges on the table.
Du bist ein schlechter Mensch.,You are a bad person.
"Hast du Tom gesehen, seit er sich den Kopf rasiert hat?",Have you seen Tom since he's shaved his head?
Kannst du mal den Mund halten?,Would you just shut up?
"Was hat euch bewogen, den Kurs zu ändern?",What made you change course?
Ich bin noch zu jung.,I'm still too young.
Er bestellte eine Tasse Tee.,He ordered a cup of tea.
Ich kann nicht schwimmen.,I can't swim.
Warum wart ihr nicht in der Schule?,Why weren't you at school?
Das Auto meiner Schwester ist rosa.,My sister's car is pink.
Diese Maschine ist kaputt.,This machine is out of order.
Wirst du je dafür kritisiert?,Do people ever criticize you for doing that?
"Es ist mir egal, welches du kaufst.",It doesn't matter to me which one you buy.
"Ich habe ihn gebeten, das Fenster zu öffnen.",I asked him to open the window.
"Manche Fische leben im Fluss, andere im Meer.","Some fish live in rivers, others in the sea."
Niemand hat mich verletzt.,Nobody hurt me.
Sie scheinen Angst vor Spinnen zu haben.,You seem to be afraid of spiders.
Wird Tom das mit uns machen?,Will Tom do that with us?
"Denkst du, das ist zu groß?",Do you think this is too big?
"Tom gefiel das Geschenk, das Sie ihm gaben.",Tom liked the gift that you gave him.
Ich kann Tom nicht hören.,I can't hear Tom.
Ich esse gerne Hamburger und Pommes.,I like to eat hamburgers and fries.
"Es wurde dann verwässert, indem nur die Kommission für nachhaltige Entwicklung im Rahmen des ECOSOC eingesetzt wurde.",It was then watered down by establishing only the Commission on Sustainable Development under the ECOSOC.
Tom hat um Hilfe gebeten.,Tom asked for assistance.
Überlasst das ruhig mir.,Leave this to me.
"Ich dachte, dieses Hemd stünde Ihnen vielleicht.",I thought this shirt might look good on you.
Tom sucht nach seinem leiblichen Vater.,Tom's searching for his biological father.
Das wird noch böse enden!,That'll end badly.
Wie gut ist Ihr Sehvermögen?,How is your vision?
Heute ist nichts passiert.,Nothing happened today.
Sie vergab ihm.,She forgave him.
Tom gefiel der Französischunterricht nicht besonders.,Tom didn't like French class very much.
"Tom will nicht, dass ihr verletzt werdet.",Tom doesn't want you to get hurt.
Tom wird darüber unterrichtet werden.,Tom will be informed about that.
Tom ist sehr diskret.,Tom is very discreet.
Wie um alles in der Welt gelangte Tom hierher?,How on earth did Tom get here?
Wie viele Male in der Woche schreibst du Netztagebuch?,How many times a week do you blog?
Tom hat mehr Freunde als Maria.,Tom has more friends than Mary.
Was machst du denn da oben?,What are you doing up there?
"Unser Chef wird es nicht mögen, wenn wir nichts tun.",Our boss won't like it if we do nothing.
Haben Sie sich etwas gewünscht?,Have you made a wish?
"Ich habe so ziemlich alles, was ich brauche.",I've got just about everything I need.
"Weißt du, welches Buch sich Tom kaufen will?",Do you know which book Tom wants to buy?
Tom will das hier.,Tom wants this one.
Mein Onkel hat mir zum Geburtstag eine schöne Halskette geschenkt.,My uncle gave me a beautiful necklace for my birthday.
Wir planen Änderungen am Produktionsprozess.,We are planning changes to the manufacturing process.
Die Kirche wurde im fünfzehnten Jahrhundert erbaut.,The church was built in the fifteenth century.
"Ich werde nicht zulassen, dass das passiert.",I won't let this happen.
"Hier ist der Fernsehsender, wo mein Onkel als Nachrichtensprecher arbeitet.",This is the TV station where my uncle works as an announcer.
Das klingt seltsam.,It sounds strange.
Sie brauchen nur seinem Rat zu folgen.,All that you have to do is to follow his advice.
Warum hast du es behalten?,Why did you keep it?
"Ich fragte Tom, ob er etwas dagegen hätte, das zu tun.",I asked Tom if he would mind doing that.
"Versuchen Sie erst einmal, sich zu beruhigen!",Try to calm down first.
Ich mag meine Nachbarn nicht besonders.,I don't like my neighbors very much.
"Ich erwischte ihn, als er sich rausschleichen wollte.",I caught him trying to sneak out.
"Tom hat es für nicht notwendig befunden, sich an diesem Nachmittag mit dem Problem zu befassen.",Tom decided that it wasn't necessary to deal with that problem this afternoon.
Du hast das Gesagte sicherlich missverstanden.,I'm sure you misunderstood what was said.
Komischerweise schlug er ihr sehr großzügiges Angebot aus.,"Strangely, he passed up her very generous offer."
Ich hasse arbeiten.,I hate working.
"Tom ist launenhaft, nicht wahr?","Tom is cranky, isn't he?"
"Die Geschichte ist wie ein Walzer: sie folgt ewig den drei Schritten Krieg, Frieden und Revolution.","History is like a waltz, eternally following the three steps of war, peace and revolution."
"Tom erlaubte mir, zu gehen.",Tom allowed me to go.
Ein guter Staatsbürger befolgt die Gesetze.,A good citizen obeys the laws.
Die Pest hat ganze Städte verwüstet.,The plague has devastated entire cities.
Wir sind auf eurer Seite.,We're on your side.
Du musst nicht essen.,You don't have to eat.
Jemand kopft an die Tür. Es könnte Tom sein.,Someone is knocking at the door. It could be Tom.
Ich mag keinen Kaffee mit Zucker.,I don't like coffee with sugar.
Schlechte Menschen stimmen manchmal etwas Gutem aus dem falschen Grunde zu.,Bad people sometimes support good things for the wrong reason.
Es war ein Fest zur Feier ihres Geburtstags.,It was a party to celebrate her birthday.
Ich habe einen roten Pullover in diesem Geschäft gekauft.,I bought a red sweater at that shop.
Ich muss das nicht alleine machen.,I don't need to do that by myself.
Ich kann nächste Woche nicht mit dir nach Australien.,I can't go to Australia with you next week.
Ich habe bereits genug Geld.,I already have enough money.
Dieser Teil des Museums ist zur Zeit für Besucher gesperrt.,This part of the museum is temporarily off-limits to visitors.
"Ich habe damit gerechnet, dass es dazu käme.",I was kind of expecting that to happen.
"Sie sollten Ihr Fleisch zerschneiden, bevor Sie es essen.",You should cut up your meat before you eat it.
Warum wurdet ihr zu Hause allein gelassen?,Why were you left alone at home?
Er hat ein eigenes Haus.,He has a house of his own.
Die Lampe muss mit Öl gefüllt werden.,The lamp needs to be filled with oil.
In dieser Kamera ist kein Film.,There is no film in this camera.
Sie kaufte eine Haar- und eine Zahnbürste.,She bought a hair brush and a tooth brush.
Tom schläft nicht.,Tom isn't sleeping.
Ihr klingt sehr enttäuscht.,You sound really disappointed.
In dieser Gegend bin ich aufgewachsen.,I grew up in this neighborhood.
Tom macht sich bestimmt Sorgen um Sie.,Tom must worry about you.
Sein Rat half ganz und gar nicht.,His advice didn't help at all.
Wann wird der Parkplatz geschlossen?,What time does the parking lot close?
Der Hund ist unter dem Tisch.,The dog is under the table.
"Tom hat einen Ort gefunden, wo er gratis Golf spielen kann.",Tom found a place where he could play golf for free.
Die Sitzung währte bis Mitternacht.,The meeting continued late into the night.
Ich werde in weniger als fünf Minuten zurück sein.,I will be back in less than five minutes.
Ich werde mit dem Auto fahren.,I'll go by car.
"Ich hätte nie gedacht, dass er mir das antun würde.",I never imagined he'd do that to me.
Jedem Kind gab ich einen Keks.,I gave each child one cookie.
Nehmt euch doch ein paar Tage frei!,Why not take a few days off?
"Unterbrich mich, wenn du das schon einmal gehört hast.",Stop me if you've heard this one before.
Haben Sie an diesem Wochenende Zeit?,Are you free this weekend?
Ich werde als allererstes ein Bad nehmen.,I'm going to take a bath first.
"Ich bin derjenige, der ihn getroffen hat.",I'm the one who met him.
"Wißt ihr, warum Tom das gekauft hast?",Do you know why Tom bought this?
Das ist eine geschichtliche Tatsache.,That's a historical fact.
"Ich bin beeindruckt, wie gut ihr Französisch sprecht!",I'm impressed with how well you speak French.
Hast du ein Namensschild getragen?,Were you wearing a name tag?
Habt ihr es dabei?,Do you have it with you?
Diese Blumen blühen früher als andere.,These flowers bloom earlier than others do.
"Sie machen zu viel Lärm, ich kann mich nicht konzentrieren.",They're making too much noise. I can't concentrate.
Er streitet sich immer mit seiner Frau.,He always quarrels with his wife.
"Es ist unvermeidbar, daß das passieren wird.",It's inevitable that'll happen.
"Ich glaube, ich habe Sie beeindruckt.",I think I impressed you.
Ich werde sterben.,I'm about to die.
"Sie riechen, als hätten Sie seit einem Monat nicht mehr gebadet.",You smell like you haven't taken a bath in a month.
Tom weinte sich die Augen aus.,Tom cried his eyes out.
Sie hat zwei Stunden auf dich gewartet.,She waited for you for two hours.
Ich schaue Ihrem Brief freudig entgegen.,I'm looking forward to getting your letter.
"Wenn Sie die Antwort auf diese Frage kennen, sagen Sie sie mir bitte.","If you know the answer to this question, please tell me."
"Tom schritt vorüber, ohne mich zu bemerken.",Tom walked by without noticing me.
"Beabsichtigt ihr, euch ein Auto zu kaufen?",Are you planning on buying a car?
"Ich glaube, Tom ist immer noch verwirrt.",I think Tom is still confused.
Das Lesen ist eine der großen Freuden des Lebens.,Reading is one of life's great pleasures.
Was für Brot magst du?,What kind of bread do you like?
Ich wünsche eine direkte Antwort.,I want a direct answer.
"Das ganze Büro war beeindruckt davon, wie Tom das Problem anging.",Everyone in the office was impressed with the way Tom handled the problem.
Wer ist dieser Junge?,Who is that boy?
Hast du deine Temperatur gemessen?,Have you taken your temperature?
Die Katze jagt ein Maus.,The cat is chasing a mouse.
"Wenn etwas fehlschlägt, sollten Sie sich dessen unverzüglich annehmen.","If something goes wrong, you should take care of it at once."
"Ich freue mich, Sie zu sehen.",I'm glad to see you.
Einstein spielte gerne Geige.,Einstein enjoyed playing the violin.
Schmeckt die Suppe?,Does the soup taste OK?
Ich habe viele schlechte Angewohnheiten.,I have a lot of bad habits.
Du kannst mein Sandwich haben.,You can have my sandwich.
"Das ist es ja, was du nicht verstehst.",That's what you don't understand.
"Ich hoffe, es findet niemand heraus, was wir getan haben.",I hope that no one finds out what we did.
Etwas Schlaf wird dir guttun.,A little sleep will do you good.
Er ist ein verlässlicher Chef.,He is a dependable boss.
Tom ist zum Supermarkt gegangen.,Tom went to the supermarket.
"Mir war nicht bewusst, dass Tom so leichtgläubig ist.",I didn't realize that Tom was so gullible.
"Ich finde, wir sollten Tom auf unsere Party einladen.",I think we should invite Tom to our party.
"Tom war zu wütend, um zu sprechen.",Tom was too angry to speak.
Tom glaubt an die Existenz der Seele.,Tom believes in the existence of the soul.
Ich habe gute Neuigkeiten für dich.,I've got good news for you.
Tom fand das erst verwirrend.,Tom found this confusing at first.
Der Student wurde sehr nervös unter der Beobachtung des Lehrers.,The student became very nervous with the teacher watching him.
Eines Tages werden deine Träume sicherlich wahr werden.,The day will surely come when your dreams will come true.
Wir setzen natürlich auch Schwerpunkte: Das Programm zur Unterstützung der IKT-Politik wird sich 2013 entsprechend der digitalen Agenda für Europa auf die stärkere Verbreitung dieser Technologien und deren bestmögliche Nutzung stützen.,"Of course, we also set priorities: in 2013, in line with the Digital Agenda for Europe, the ICT Policy Support Programme will be based on greater dissemination and best use of these technologies."
"Ich wünschte, ich könnte mich erinnern, wo ich meine Schlüssel hingetan habe.",I wish I could remember where I put my keys.
Dieser Lärm geht mir auf den Wecker.,This noise is getting on my nerves.
Lass mich bitte in Frieden essen!,Please let me eat in peace.
Ich kann mir ein Leben ohne Tom nicht vorstellen.,I can't imagine life without Tom.
"Es tut mir leid, ich weiß nicht, was ich sagen soll.","I'm sorry, I don't know what to say."
"Die Blätter haben begonnen, sich zu verfärben.",The leaves have begun to turn.
Tom schloss seine Augen.,Tom shut his eyes.
Warum seid ihr suspendiert worden?,Why did you get suspended?
"Tom nahm an, Maria habe einen Fisch gefangen.",Tom assumed Mary caught a fish.
Ich habe dieses Auto von einem meiner Freunde ausgeborgt.,I borrowed this car from one of my friends.
Dieses Kraftwerk allein versorgt mehrere Städte mit Elektrizität.,This power station alone provides several cities with electricity.
"Ich habe keine Ahnung, warum Tom nicht da ist.",I have no idea why Tom isn't here.
"Woher willst du wissen, dass du mich nicht mit jemand anderem verwechselst?",How do you know that you're not mistaking me for somebody else?
Wie gut sie doch in ihrem neuen Kleid aussieht!,How pretty she looks in her new dress!
Wir werden diesen Winter wenig Schnee haben.,We'll have little snow this winter.
Sie Ski müssen genau parallel gehalten werden.,The skis need to be kept exactly parallel.
"Wurde diese Mauer gebaut, um Menschen davon abzuhalten hereinzukommen oder hinauszugelangen?",Was this wall built to keep people out or to keep them in?
Sie schaute mich an.,She looked at me.
Ich habe eine Zeit lang in Boston gelebt.,I lived in Boston for a while.
"Tom pflanzte diesen Baum an dem Tag, an dem Maria geboren wurde.",Tom planted this tree on the day that Mary was born.
Ich habe das Fahrrad gestern repariert.,I fixed the bike yesterday.
Tom hat in gewisser Weise recht.,Tom has a point.
"Hast du aufgehört, den Roman zu lesen?",Have you finished reading the novel?
Hast du jemanden im Park gesehen?,Did you see anybody in the park?
"Schaut, wie ich es wieder mache.",Watch me do it again.
Du musst den Tisch abräumen.,You must clear the table.
Kannst du auch ganz bestimmt nicht hierbleiben?,Are you sure you can't stay here?
"Wer ist das Mädchen, das gerade auf der Bühne singt?",Who is the girl singing on the stage?
Ist das ein Zufall?,Is it a coincidence?
Wir haben das Ufo sofort aus den Augen verloren.,We lost sight of the UFO right away.
"Ich verspreche, dass ich in einer Stunde da bin.",I promise that I'll be there in an hour.
Er ist bestimmt schon fertig.,I'm certain that he has finished.
Lass ihn nicht das Licht ausschalten!,Don't let him switch off the light.
"Leider wurde gestern entschieden, dass die Konferenz der Präsidenten heute abgesagt wird.","Unfortunately, it was decided yesterday that the Conference of Presidents would be cancelled today."
Wir vermissen Tom.,We miss Tom.
Das haben wir mit Absicht gemacht.,We did it on purpose.
"Woher wußtest du, daß ich dir hierherfolgen würde?",How did you know I'd follow you here?
Mach es möglich.,Make it happen.
Wer hat deine Haare geschnitten?,Who cut your hair?
Wann hast du das letztemal deine Mutter umarmt?,When was the last time you hugged your mother?
Bleib hier und kümmere dich um Tom.,Stay here and look after Tom.
Die Polizei konnte die Menge nicht unter Kontrolle halten.,The police could not control the mob.
Sie musste sich um ihre Schwester kümmern.,She had to take care of her sister.
Meine Frau wollte ein Kind adoptieren.,My wife wanted to adopt a child.
Ich werde mich mit Tom treffen.,I'll meet with Tom.
"Ich hoffe, Tom bleibt auf jeden Fall noch drei Tage in Boston.",I hope Tom stays in Boston for at least another three days.
"Mir kam zu Ohren, Sie hätten Freunde bei der CIA.",I hear you have friends in the CIA.
Tom hat sein Diplom an die Wand gehängt.,Tom hung his diploma on the wall.
Ich habe gute Nacht gesagt.,I said good night.
"Ich bin mir nicht sicher, ob ich das richtig übersetzt habe.",I'm not sure if I translated it right.
Das ist eine Familientradition.,It's a family tradition.
Ich werde nicht verlieren!,I won't lose!
"Woher wußten Sie, daß ich entlassen würde?",How did you know that I was going to get fired?
Was ist die Notrufnummer?,What is the emergency telephone number?
"Ihr könnt das auch, wenn ihr es nur versucht.","You can do this, too, if you try."
Tom schenkte seine sämtlichen Bücher der Stadtbibliothek.,Tom donated all of his books to the city library.
Tom wird ein paar Tage bei uns bleiben.,Tom will be staying with us for a few days.
Du kannst es gratis bekommen.,You can get it for free.
Tom arbeitet in einem Kernkraftwerk.,Tom works at a nuclear plant.
"Ich weiß, dass ihr nach Australien müsst.",I know you need to go to Australia.
"Nach seinen politischen Maßnahmen gefragt, gab der Kandidat nur vage Antworten.","Questioned about his policies, the candidate gave only vague answers."
"Ich bin nicht die Einzige, die früh hergekommen ist.",I'm not the only one who got here early.
Ich wollte nur anrufen und mal nachfragen.,I just thought I'd call and check.
Wagenrennen waren im alten Rom sehr beliebt.,Chariot races were popular in ancient Rome.
"Haben Sie sich schon entschlossen, wen Sie auf Ihre Geburtstagsfeier einladen wollen?",Have you decided who you're going to invite to your birthday party?
"Wenn ihr morgen kommen könntet, fände ich das prima.","If you could come tomorrow, that'd be great."
Die Mäuse haben von dem Brot gegessen.,The mice ate some of the bread.
Es werden ein paar Änderungen vorgenommen werden müssen.,There'll have to be some changes made.
"Es ist mir eine große Ehre, zum Vorsitzenden gewählt worden zu sein.",It's a great honor for me to have been elected chairman.
Diese Schauspielerin ist schön wie immer.,That actress is as beautiful as ever.
Es sollte nicht allzu schwierig zu machen sein.,It shouldn't be too difficult to do that.
Ich las eines seiner Werke.,I read one of his works.
Bete für Regen.,Pray for rain.
Ich habe Sahne in meinen Kaffee getan.,I put cream in my coffee.
Tom bleibt noch drei weitere Tage.,Tom is going to stay for another three days.
"Wir nahmen ein Taxi, um nicht zu spät zu kommen.",We took a taxi so that we wouldn't be late.
Tom hat einige sehr wichtige Dinge zu erledigen.,Tom has some very important things that he has to do.
Er ist Mitglied im Fußballclub.,He belongs to the soccer club.
"Abschließend möchte ich allen Kolleginnen und Kollegen danken, mit denen ich zusammenarbeiten durfte: Turunen, Jean-Luc Dehaene, Reimer Böge, Anne E. Jensen, der Kommission und mehreren Räten, auf denen wir zu dieser Einigung gelangt sind, und natürlich möchte ich meiner Fraktion sehr für die Unterstützung danken, die ich während dieser ganzen Zeit erhalten habe.","Finally, I would like to thank all my colleagues that I had the privilege to work with: Turunen, Jean-Luc Dehaene, Reimer Böge, Anne E. Jensen, the Commission and several Councils where we reached this agreement and, of course, I would thank my Group very much for the support I have had during all that time."
Haben Sie Tom schon einmal Trompete spielen hören?,Have you ever heard Tom playing the trumpet?
Ich habe nie ein schöneres Mädchen als dich gesehen.,I've never seen a girl more beautiful than you.
Schau auf das Schild genau vor dir!,Look at the sign just ahead of you.
Wer ist dieses Mädchen?,Who is this girl?
Ich habe letzte Woche von Tom drei Briefe bekommen.,I got three letters from Tom last week.
"Ich habe nicht erwartet, daß du mich verstehst.",I didn't expect you to understand me.
"Ich erinnere mich, dich letztes Jahr gesehen zu haben.",I remember seeing you last year.
Wie viele Kanji gibt es?,How many kanji are there?
Warum braucht diese Website so lange zum Laden?,Why is this website taking so long to load?
Tom ist vom Gericht freigesprochen worden.,Tom was exonerated by the court.
"Tom fing an, ein Stück Papier, das Maria ihm gegeben hatte, auseinanderzufalten.",Tom started to unfold the piece of paper Mary handed him.
Es könnte vielleicht eine Falle sein.,It might be a trap.
Danke für Ihre Unterstützung!,Thanks for your support.
"Es besteht kein Zweifel, dass ich das ohne deine Hilfe nicht schaffen könnte.",There's no doubt that I couldn't do that without your help.
"Ich habe eine Woche gebraucht, um meine Erkältung loszuwerden.",It took me a week to get over my cold.
Tom war bei uns.,Tom was with us.
Italien hat kürzlich auch die Rolle des Vorsitzenden des Wissenschaftlichen Ausschusses übernommen.,Italy also recently filled the role of Chair of the Scientific Committee.
Könntet ihr nicht etwas mehr Geduld haben?,Couldn't you be a little more patient?
Wo kann ich Ziegelsteine kaufen?,Where can I buy bricks?
Sie verbrachten miteinander eine wunderbare Zeit.,They had a lovely time together.
Langsam verstehe ich es.,I am beginning to understand.
"Das macht dich glücklich, oder?","That makes you happy, doesn't it?"
Zumindest lebe ich noch.,At least I'm still alive.
Ich bin Toms Lehrer.,I'm Tom's teacher.
"Tom, Maria, Johannes und Elke gingen alle in Richtung Tür.","Tom, Mary, John and Alice all made for the door."
"Hat man Ihnen gesagt, wo die Sitzung stattfindet?",Have you been told where the meeting will be?
Ich habe Käse und ein bisschen Milch gekauft.,I bought some cheese and milk.
Tom wurde Geschichtslehrer.,Tom became a history teacher.
Ich habe ein Pferdchen gezeichnet.,I drew a picture of a pony.
Habt ihr den Punsch probiert?,Did you taste the punch?
Tom wuchs auf einer zwölf Hektar großen Farm auf.,Tom grew up on a thirty-acre farm.
"Sie sind Philosoph, nicht wahr?","You're a philosopher, aren't you?"
Das wusste niemand.,Nobody knew that.
Das ist keine Katze.,That isn't a cat.
Verspäte dich nicht!,Don't be late.
Wecke mich morgen bitte um sechs Uhr in der Früh!,Please wake me up at 6 tomorrow morning.
Tom und Mary waren enttäuscht.,Tom and Mary were disappointed.
"Eine Fahrkarte, ohne Rückfahrt, nach Boston bitte.","A one-way ticket to Boston, please."
Tom zog sein Hemd wieder an.,Tom put his shirt back on.
Wer hat die Datei gelöscht?,Who deleted the file?
Warum bist du nicht mit Tom befreundet?,Why aren't you friends with Tom?
Tom und Maria sprechen untereinander Englisch.,Tom and Mary speak to each other in English.
Das Bild erinnerte mich an Schottland.,The picture reminded me of Scotland.
"Glauben Sie wirklich, dass Tom unverheiratet ist?",Do you really think Tom is unmarried?
Er ist mein Lehrer.,He is my teacher.
"Sie müssen nicht, aber Sie sollten.","You don't have to do that, but you should."
Habt ihr die anderen gefragt?,Have you asked the others?
Unfälle kommen immer wieder vor.,Accidents happen all the time.
Das Ganze sieht schwierig aus – ist es auch.,"It all looks difficult, and it is."
Warum gibst du Tom nicht eine Chance?,Why don't you give Tom a chance?
Sie haben einen schönen Namen.,You have a beautiful name.
Was könnte wichtiger als das sein?,What could be more important than this?
Wovon sprechen die?,What are they talking about?
Warum kommst du nicht rein?,Why don't you come in?
"Tom sagt, er käme nie wieder her.",Tom says that he'll never come back here.
"Nur ein paar von uns wissen, wie das geht.",Only some of us know how to do that.
IWF steht für „Internationaler Währungsfonds“.,IMF stands for International Monetary Fund.
Wasch dir bitte die Hände.,"Wash your hands, please."
Ich würde euch sehr gerne treffen.,I'd love to see you.
Tom wurde unmittelbar vor dem Gerichtsgebäude niedergeschossen.,Tom was gunned down just outside the courthouse.
"Seit 1997 ist Marie das einzige europäische Programm, das zur Bekämpfung von Gewalt gegen Frauen, Kinder und Jugendliche beiträgt.","Since 1997, Marie has been the only European programme that helps to combat violence against women, children and young people."
"Ich weiß, daß ihr wegmüßt.",I know that you have to leave.
"Es war mir eine Freude, mich mit Ihnen zu unterhalten.",It was a pleasure talking to you.
