source,target
A blind person's hearing is often very acute.,El oído de un ciego a menudo es muy agudo.
Let me make you a cup of hot coffee.,Déjame prepararte una taza de café caliente.
I feel great about this.,Me siento muy bien con esto.
His wife comes from California.,Su esposa viene de California.
I have what I want.,Tengo lo que quiero.
Language can be used in many ways.,El lenguaje puede ser usado de muchas formas.
Taxi fares will go up next month.,Las tarifas de los taxis subirán el próximo mes.
I live on the street.,Vivo en la calle.
I thought the captain ordered you not to do that.,Pensé que el capitán te había ordenado no hacer eso.
"Gee, I wish I had that problem.",Para mí quisiera yo ese problema.
Where are you from?,¿De dónde es usted?
I've been thinking a lot about Tom lately.,Últimamente he estado pensando mucho en Tom.
Tom was the one who broke the windshield of Mary's car.,Tom fue el que rompió el parabrisas del auto de María.
All men have equal rights.,Todos los hombres tienen los mismos derechos.
Tom is from here.,Tomás es de aquí.
They all looked for the lost child.,Todos buscaron al niño perdido.
The first thing we do when we get up is eat breakfast.,Lo primero que hacemos al levantarnos es desayunar.
"The higher you climb, the colder it becomes.","Cuanto más alto escalas, más frío hace."
Where is the train?,¿Dónde está el tren?
You drank too much.,Usted tomó demasiado.
"If you want to come with us, come with us.","Si quieres venir con nosotros, ven con nosotros."
Do you want a small wedding or a large one?,¿Quieres una boda reducida o una grande?
"Hey, Tom, look at this.","Che, Tom, mirá esto."
Tom has a heart condition.,Tom tiene un problema al corazón.
We only sell top quality products.,Solamente vendemos productos de la mejor calidad.
Do you want to go for a swim?,¿Quieren ir a nadar?
It just was not my day yesterday.,Ayer sencillamente no era mi día.
They all entered.,Todas ellas entraron.
She is a child after all.,Ella es una niña después de todo.
I don't want your charity.,No quiero tu caridad.
I'm very grateful for what you've done for me and my family.,Estoy muy agradecida por lo que has hecho por mí y mi familia.
Tom has told me a lot about you.,Tom me habló mucho de vos.
The criminal is nervous.,El delincuente está tenso.
I didn't want to do it like that.,No quería hacerlo así.
This is how I made it.,Así es como lo hice.
Tom wants results.,Tom quiere resultados.
Tom can't get over how Mary treated him.,Tom no puede sobreponerse a la manera en que Mary lo trató.
Tom heard the back door open and close.,Tom oyó que la puerta trasera se abrió y se cerró.
Tom wasn't completely happy with the settlement.,Tom no estaba completamente feliz con el acuerdo.
Their equipment is extremely advanced.,Su equipo es extremadamente avanzado.
You can use this flashlight.,Puede usar esta linterna.
I can't hear you.,No puedo oírte.
I need to ask you a silly question.,Necesito hacerte una pregunta tonta.
Tom abandoned hope.,Tom perdió las esperanzas.
I'm sick of you.,Estoy harto de ti.
The mother separated the fighting children.,La mamá separó a los niños que peleaban.
I assumed that you were Canadian.,Me pensé que eras canadiense.
Speak more slowly.,Habla más despacio.
Tom doesn't trust strangers.,Tomás no confía de los extraños.
You've already forgotten.,Ya lo has olvidado.
That sounds like a job for Tom.,Ese trabajo le iría bien a Tom.
Tom gets along very well with Mary.,Tom se lleva muy bien con Mary.
Tom and Mary walk to school together almost every morning.,Tom y María van al colegio juntos casi todas las mañanas.
I can't go any further.,No puedo ir más allá.
I want to go to bed early.,Quiero acostarme temprano.
"I'll keep my word, whatever may happen.","Mantendré mi palabra, pase lo que pase."
This book is really interesting.,Este libro es realmente interesante.
I'm planning to spend more time studying French from now on.,Estoy planeando dedicar más tiempo a estudiar francés de ahora en adelante.
I'll go to the park.,Voy al parque.
They intend to get married tomorrow.,Ellos pretenden casarse mañana.
Try our new 5-in-1 toothpaste.,Pruebe nuestro nuevo dentífrico 5 en 1.
I am accustomed to staying up late.,Yo estoy acostumbrado a quedarme despierto hasta tarde.
I'll go there by plane.,Voy a ir en avión.
There were many who couldn't recognize him in that disguise.,Hubo muchos que no lo pudieron reconocer con ese disfraz.
I have already finished reading this book.,Ya he acabado de leer este libro.
Who shall we pick?,¿A quién cogemos?
She is related to him.,Ella es pariente de él.
I've bought a cup of coffee.,He comprado una taza de café.
Tom couldn't understand why Mary refused to even listen to him.,Tom no entendía por qué Mary hasta se rehusaba a escucharlo.
Some people seemed to think the good times were going to last forever.,Algunas personas parecían pensar que los buenos tiempos iban a durar para siempre.
A dog is running in the park.,Hay un perro corriendo en el parque.
Tom first came to Japan when he was three years old.,Tom vino por primera vez a Japón cuando tenía tres años de edad.
"Don't call us, we'll call you.","No nos llame, nosotros lo llamaremos."
She advised him to study harder.,Le aconsejó que estudiara más.
Charles Lindbergh made the first solo flight across the Atlantic Ocean in 1927.,Charles Lindbergh realizó la primera travesía aérea en solitario del océano Atlántico en 1927.
They play basketball.,Juegan al baloncesto.
Are you suggesting it's a design flaw?,¿Estás sugeriendo que se trata de un diseño defectuoso?
How many children do you have?,¿Cuántos niños tienes?
"I was born on October 10th, 1972.",Nací el 10 de octubre de 1972.
Tom filled his bag with walnuts.,Tom llenó su bolso de nueces.
I'll give you whatever you want.,Te daré todo lo que quieras.
It might rain before evening.,Podría llover antes de la noche.
I can't believe that you enjoyed that movie.,No puedo creer que disfrutaras esa película.
Tom criticized Mary in front of everyone.,Tom criticó a Mary delante de todo el mundo.
Who stole the apple?,¿Quién robó la manzana?
Will you tell me the way to the station?,¿Puede indicarme el camino hasta la estación?
Tom is perplexed.,Tom está perplejo.
I'm allergic to dogs.,Soy alérgica a los perros.
Sometimes it's hard to persuade children to eat.,A veces es difícil persuadir a los niños a comer.
What a cute girl!,¡Qué mona es esta muchacha!
If only I had known the answer yesterday!,¡Si yo solo hubiera sabido la respuesta ayer!
Mary lied about her age.,María mintió acerca de su edad.
Children do a lot of stupid things.,Los niños hacen muchas estupideces.
I didn't have any desire to do that.,No tenía ninguna gana de hacerlo.
Tom seemed offended by what Mary said.,Tom parecía ofendido por lo que dijo Mary.
Why are there so many fathers who abandon their children?,¿Por qué hay tantos padres que abandonan a sus hijos?
They're professional singers.,Ellos son cantantes profesionales.
I'm in the house.,Estoy en la casa.
He is very depressed.,Es muy depresivo.
Tom wore a white jacket.,Tomás vestía una campera blanca.
Boston is a big city.,Boston es una ciudad grande.
We gain wisdom with age.,Adquirimos sabiduría con los años.
Part of the story is true.,Una parte de la historia es cierta.
Tom doesn't know how to express his feelings.,Tom no sabe cómo expresar sus sentimientos.
What's the weight of your suitcase?,¿Cuánto pesa su maleta?
I haven't heard from Tom in a year.,No he sabido de Tom durante un año.
Your words are very important.,Tus palabras son muy importantes.
I have a house in the mountains.,Tengo una casa en las montañas.
She was asked to convince him to paint the house.,Le pidieron que lo convenciera de pintar la casa.
Tom kissed his cousin.,Tom besó a su prima.
I couldn't speak French.,No sabía hablar francés.
It was ages ago.,Pasó hace siglos.
Is there someone with you?,¿Hay alguien contigo?
Nowadays coffee is scarce.,En la actualidad escasea el café.
There's the bell.,Ahí está la campana.
Tom watches TV all the time.,Tom ve la tele a todas horas.
He can't buy a car.,Él no puede comprarse un coche.
"Although I really hate grammar, it's useful.","Aunque verdaderamente odio la gramática, es útil."
I go to church every Sunday.,Voy a la iglesia cada domingo.
She always tries to help others.,Ella siempre intenta ayudar a los otros.
I told Tom I didn't want his help.,Le dije a Tom que no quería su ayuda.
Tom wishes he were a millionaire.,Tom desearía ser millonario.
My father took us to the zoo.,Mi padre nos llevó al zoo.
"Even though Tom used to be my best friend, I'm beginning to hate him.","A pesar de que Tom era mi mejor amigo, estoy empezando a odiarlo."
There are over seven thousand languages in the world.,Hay más de siete mil idiomas en el mundo.
He begged for his life.,Él rogó por su vida.
Please take off your shoes.,"Por favor, quítate los zapatos."
I'm sorry I can't be of more help.,Lamento no poder ayudar más.
I don't want to do your dirty work.,No quiero hacerte el trabajo sucio.
Tom doesn't live near his office.,Tom no vive cerca de su oficina.
He read the letter with tears running down his cheeks.,"Él leyó la carta, con lágrimas deslizándose por sus mejillas."
They say he is very rich.,Se dice que es muy rico.
There is no wine in that bottle.,No queda vino en esa botella.
Tom claimed he had been captured by the enemy.,Tom sostenía que había sido capturado por el enemigo.
Have you ever caught a fish?,¿Has atrapado un pez alguna vez?
I have a slight fever.,Tengo un poco de fiebre.
That's really not the same thing.,Eso no es realmente lo mismo.
There is one big difference.,Hay una gran diferencia.
That's the house I stayed in.,Esa es la casa en la que me quedé.
I don't want to have children. Is that abnormal?,No quiero tener hijos. ¿Será eso anormal?
Tom wants to call off the marriage.,Tom quiere suspender el matrimonio.
She ran very fast to catch up with the other members.,Ella corrió muy rápido para alcanzar a los otros miembros.
Where is the missing dollar?,¿Dónde está el dólar que falta?
He blamed his teacher for his failure in the entrance examination.,Culpó a su profesor de haber suspendido el examen de acceso.
Tom asked me to speak more slowly.,Tom me pidió que hablara más lento.
Some of Martin Luther King's supporters began to question his belief in peaceful protests.,Alguno de los seguidores de Martin luther King enpezaron a cuestionar su creencia en las protestas pacíficas.
Early education for children usually begins at home.,La educación temprana de los niños normalmente empieza en el hogar.
Everyone's having a great time.,Todos están pasándoselo bien.
Would you like to see it now?,¿Te gustaría verlo ahora?
Was there fresh bread in the box?,¿Había pan fresco en la caja?
We're all dying.,Nos estamos muriendo.
I was worried and couldn't get to sleep.,Me preocupaba y no lograba dormirme.
I don't remember you.,No me acuerdo de ti.
She cut the cake into six pieces and gave one to each of the children.,Ella cortó la torta en seis trozos y le dio uno a cada uno de los niños.
Tom and Mary understand each other perfectly.,Tom y Mary se entienden perfectamente.
I like the smell of fresh bread.,Me gusta el aroma del pan fresco.
We are entering a new phase in the war.,Estamos entrando a una etapa en la guerra.
She advised him that he should stay at home.,Le aconsejó que se debería quedar en casa.
Get out of my office.,¡Salga de mi oficina!
I saw a girl with long hair.,Vi a una chica con el pelo largo.
Thank you for your help.,Gracias por vuestra ayuda.
The lights aren't on.,Las luces no están encendidas.
Tom thanked me for changing his life.,Tom me agradeció que cambiara su vida.
They haven't arrived yet.,Ellos no han llegado aún.
This dog barks a lot.,Este perro ladra mucho.
You're not allowed to smoke in this room.,No puedes fumar en esta habitación.
It was a beautiful sunny day.,Fue un hermoso día soleado.
I had a little help from a friend.,Recibí un poco de ayuda de una amiga.
Please lend me this book for a few days.,"Por favor, préstame este libro por unos pocos días."
I love to teach.,Me encanta enseñar.
"OK, you win.","Está bien, ganaste."
The nail went through the wall.,El clavo atravesó la pared.
"When I opened my eyes, I realized she was right by my side.",Al abrir los ojos me di cuenta que ella estaba justo al lado mío.
He is the last man I want to see.,Él es el último hombre que quiero ver.
The bed you just sat on is my dad's bed.,La cama sobre la que acabas de sentarte es la cama de mi padre.
I want to have my breakfast.,Quiero mi desayuno.
I'm not sure whether to stay home or go out.,No estoy seguro de si me debería quedar en casa o salir.
He came down with the flu.,Cayó enfermo de gripe.
Can I borrow your phone?,¿Puedo pedirte prestado tu teléfono?
Driving a car is really very simple.,Conducir un auto es realmente muy simple.
I think Tom is crazy.,Creo que Tomás está loco.
I want to go to class.,Quiero ir a clase.
Would you like to have tea with us this afternoon?,¿Te gustaría tomar el té con nosotros esta tarde?
Tom is ridiculous.,Tom es ridículo.
Everyone is more or less conceited.,Todo el mundo es más o menos vanidoso.
People do stupid things when they're tired.,La gente hace cosas estúpidas cuando está cansada.
The bus is running ten minutes late.,El autobús tuvo un retraso de diez minutos.
I think Tom and Mary are both still homesick.,Creo que tanto Tom como Mary aún están nostálgicos.
That's enough crying. Pull yourself together.,Basta ya de llorar. Tranquilízate.
What's your favorite kind of music?,¿Cuál es tu tipo de música favorita?
Nobody has made a decision yet.,Nadie ha tomado una decisión aún.
I wasn't invited.,No estaba invitada.
Tom and Mary are extremely close.,Tom y Mary son muy cercanos.
Are there any picture magazines here?,¿Hay aquí revistas gráficas?
I shut the door behind me.,Cerré la puerta tras de mí.
He cut off two meters of the rope.,Él cortó dos metros de cuerda.
My mother is two years younger than my father.,Mi madre tiene dos años menos que mi padre.
We wanted to go back to Australia.,Queríamos volver a Australia.
We haven't heard from her since then.,No hemos sabido de ella desde entonces.
Let's not talk about your job tonight.,Mejor no hablemos de trabajo esta noche.
You're very observant.,Eres muy observador.
He seemed surprised when I told him.,Pareció sorprendido cuando se lo conté.
I was just about to tell you that I solved the problem.,Justamente iba a decirte que he solucionado el problema.
Do you have to go now?,¿Debes marcharte ahora?
Do I really have to go to bed?,¿Realmente tengo que ir a la cama?
He achieved his goal.,Logró su cometido.
Don't let those problems affect you.,No dejes que esos problemas te afecten.
Tom has a son who's a doctor.,Tom tiene un hijo que es médico.
One hand washes the other.,¡Una mano lava a la otra!
They're speaking French.,Ellos están hablando en francés.
Where are you going to live?,¿Dónde vas a vivir?
He dwells in the country.,Él vive en el campo.
There is no telling what will happen tomorrow.,No se sabe lo que sucederá mañana.
I'd like you to attend the meeting tomorrow.,Quiero que asistas mañana a la reunión.
Tom comes here every single day.,Tom viene aquí todos los días sin falta.
"I've found a good job, away from the city and the noise.","He encontrado un buen trabajo, lejos de la ciudad y del ruido."
"""Where are the books?"" ""They're on the desk.""","""¿Dónde están los libros?"" ""Están sobre el escritorio."""
This store sells ceramics.,Esta tienda vende cerámica.
I guess Tom didn't want to bother you.,Supongo que Tom no quería molestarte.
We can't thank you enough.,No podemos agradecerte lo suficiente.
I confessed to stealing the money.,Confesé haber robado el dinero.
The movie was more interesting than I expected.,La película fue más interesante de lo que yo esperaba.
Tom made no attempt to hide the fact that he was in love with Mary.,Tom no intentó ocultar el hecho de que estaba enamorado de Mary.
Do whatever he tells you.,Haz lo que te diga.
We are hoping for your quick recovery.,Esperamos que te recuperes pronto.
I do not like wearing anybody else's clothes.,No me gusta usar la ropa de otras personas.
I'm angry at everybody.,Estoy enfadado con todo el mundo.
I need a new car.,Necesito un auto nuevo.
I had three dogs.,Tenía tres perros.
Don't back up. There's a tree behind you.,No des marcha atrás. Hay un árbol detrás de ti.
Can I use your phone?,¿Puedo usar tu teléfono?
I want you to be my girlfriend.,Quiero que seas mi novia.
She's not as old as Mary.,Ella no es tan mayor como Mary.
"The more you explain it, the more I don't understand it.","Cuanto más lo explica usted, menos lo entiendo."
Tom said he thought I should do that by myself.,Tom dijo que pensaba que debería hacer eso por mí mismo.
This side of the house catches the morning sun.,Este lado de la casa recibe el sol de la mañana.
Tom went to the theater with Mary.,Tom fue al teatro con Mary.
He admits being involved in the scandal.,Él admite estar implicado en el escándalo.
I have to write a letter.,Debo escribir una carta.
"He stayed in his hotel most of the next day, talking to friends and supporters.","Él se quedó en el hotel la mayor parte del día siguiente, hablando con sus amigos y seguidores."
The train had already left when we got to station.,El tren ya se había ido cuando llegamos a la estación.
What do you want to be?,¿Qué es lo que quieres ser?
We saw a fish splashing in the water.,Vimos a un pez salpicando en el agua.
He runs very fast.,Corre muy rápido.
I like movies a lot.,Me gustan mucho las películas.
Let's compare this dictionary with that one.,Comparemos este diccionario con ese otro.
I can't figure out what she really wants.,No puedo adivinar qué quiere en realidad.
Count your change.,Cuente usted el cambio.
"Tom stood at the window and, in the fading light, began to play the trumpet.","Tom permaneció en pie junto a la ventana y, en la luz evanescente, comenzó a tocar la trompeta."
Mary decorated the cake.,Mary decoró la tarta.
He's three years older than she is.,Él tiene tres años más que ella.
This water is safe to drink.,Esta agua se puede beber sin peligro.
I couldn't get out.,Yo no pude salir afuera.
I find foreign languages very interesting.,Encuentro las lenguas extranjeras muy interesantes.
He's the only one who survived.,Él fue el único que sobrevivió.
We lived with Tom.,Vivimos con Tom.
I'm sick of it all.,Estoy harto de todo.
China is twenty times as large as Japan.,China es veinte veces más grande que Japón.
Tom doesn't know what he wants for his birthday.,Tom no sabe lo que quiere para su cumpleaños.
"If there are houses nearby, a volcano can create a disaster.","Si hay casas cerca, un volcán puede crear un desastre."
Are they gone?,¿Se han ido?
You'll thank me.,Me lo agradecerás.
I wish he were on our team.,Desearía que él estuviera en nuestro equipo.
Do you think animals have souls?,¿Piensa usted que los animales tienen alma?
At times it can get extremely painful.,A veces puede resultar extremadamente doloroso.
Tom fixed the roof of his house just yesterday.,Tom reparó el tejado de su casa tan sólo ayer.
Lock the door!,¡Ponle llave a la puerta!
"By postponing what you have to do, you run the risk of never being able to do it.","Al dejar para más tarde lo que hay que hacer, se corre el riesgo de no poder hacerlo nunca."
I'm going to be fourteen.,Voy a cumplir catorce años.
Every word in this dictionary is important.,Cada palabra en este diccionario es importante.
She smiled at him.,Ella le sonrió.
We accomplished everything we wanted to.,Logramos todo lo que quisimos hacer.
This medicine will help you.,Esta medicina le va a ayudar.
I was absent from school because of illness.,Yo estuve ausente en el colegio por una enfermedad.
You're the only one who bought it.,Eres el único que la compró.
Tom stomped on the brake pedal and screeched to a halt.,Tom pisó fuerte el pedal de freno y paró en seco con un chirrido.
I thought that you'd understand.,Pensé que lo entenderías.
Thieves plundered the museum.,Ladrones saquearon el museo.
I am coming today.,Estoy llegando hoy.
It is a nice view from here.,Es una buena vista desde aquí.
We must see Tom.,Debemos ver a Tom.
I have a lot to do today.,Hoy tengo mucho que hacer.
If only I'd been a little taller!,¡Si solo hubiera sido un poco más alto!
I met her in the winter.,La conocí durante el invierno.
She screamed when she saw the snake.,Ella gritó cuando vio la serpiente.
Many minority groups have been discriminated against in the past.,Muchos grupos minoritarios han sido discriminados en el pasado.
It's very early.,Es muy temprano.
Our train stopped suddenly.,Nuestro tren se detuvo de repente.
I shouldn't have walked home late at night by myself.,No debí haberme ido caminando a casa yo solo por la noche.
I've tried it several times.,Lo he intentado en diversas ocasiones.
Couldn't Tom help?,¿No podría Tom ayudar?
"We've considered your proposal, and we've decided that we aren't able to reduce the price.","Hemos considerado tu propuesta, y hemos decidido que no podemos reducir el precio."
"As far as I know, I don't have any family in Boston.",Que yo sepa no tengo familia en Boston.
I could kill you.,Yo podría matarlo.
The man stood up and began to sing.,El hombre se puso de pie y comenzó a cantar.
"I was born on October 10th, 1972.",Yo nací el 10 de octubre de 1972.
Tom hit the nail on the head when he said our team lacks enthusiasm and motivation.,Tom acertó cuando dijo que nuestro equipo carece de entusiasmo y motivación.
Tom wants to kiss Mary.,Tom quiere besar a Mary.
I think that he wants to buy a new dictionary.,Creo que él quiere comprar un diccionario nuevo.
What have you done?,¿Qué es lo que has hecho?
I didn't warn Tom about what might happen.,No alerté a Tom sobre lo que podía pasar.
"Now that Mary has left, Tom is happier.","Ahora que Mary se ha ido, Tom es más feliz."
Why doesn't she love me anymore?,¿Por qué ya no me ama?
It was a bad choice.,Fue una mala elección.
The team won the semifinals and advanced to the finals.,El equipo ganó las semifinales y avanzó a la final.
You can set the white of an egg by boiling it.,Puedes hacer la clara del huevo cociéndola.
Those are our orders.,Esas son nuestras órdenes.
I'll be around.,Voy a estar por ahí.
She crossed the street.,Ella cruzó la calle.
I have a bad headache.,Estoy con un fuerte dolor de cabeza.
Do you know Tom well enough to ask him to do this?,¿Conoces a Tom lo bastante bien como para pedirle que haga esto?
This blue backpack is heavy.,Esta mochila azul es pesada.
"Tom seems very angry, doesn't he?","Tom parece estar muy enfadado, ¿verdad?"
My father is rich.,Mi padre es rico.
The cat is eating.,El gato está comiendo.
Saturday was special.,El sábado fue especial.
Tom told Mary a racist joke.,Tom le contó un chiste racista a Mary.
What's your sister's name?,¿Cómo se llama tu hermana?
Tom ate the sandwich.,Tom se comió el sándwich.
I reckon that's a good idea.,Pienso que es una buena idea.
I never thought it'd be this hard to choose a color to paint the kitchen.,Nunca pensé que sería así de difícil elegir un color para pintar la cocina.
That's not a common collocation in French.,Esa no es una colocación usual en francés.
She said she had met him on the previous day.,Ella dijo que lo había conocido el día anterior.
I know how busy Tom has been.,Sé lo ocupado que ha estado Tom.
We went to the movies last night.,Nosotros fuimos al cine anoche.
Are you coming or not?,¿Vienes o no?
Do you feel any pain in your stomach?,¿Sientes algún dolor en tu estómago?
The children soon fell asleep.,Las niñas se durmieron pronto.
The matter is of no importance.,El asunto no tiene importancia.
Can you sing this song?,¿Puedes cantar esta canción?
Do you talk to your dog?,¿Habla usted a su perro?
The kid has a keen sense of hearing.,El niño tiene un oído agudo.
You've got the wrong person.,Tienes a la persona errónea.
No one knows what the future has in store for us.,Nunca se sabe lo que nos depara el futuro.
It's better not to ask.,Es mejor no preguntar.
Have you ever sewed on a button?,¿Has cosido alguna vez un botón?
You're never too old to learn.,Nunca es tarde para aprender.
It was a joke.,Fue una broma.
Tom told Mary not to go there alone.,Tom le dijo a Mary que no fuera allí sola.
I don't get along with that guy.,No me llevo bien con ese tipo.
Do you still love your wife?,¿Usted sigue queriendo a su esposa?
I've always kind of liked it.,Siempre medio me ha gustado.
Tom wants to kill me.,Tom me quiere matar.
Our guests are arriving.,Nuestros invitados están llegando.
It's not real money.,No es dinero de verdad.
I think you could do that if you tried.,"Creo que, si lo intentases, lo podrías hacer."
I think Tom might finally have a good idea.,Creo que Tom podría tener una buena idea finalmente.
A right angle has ninety degrees.,Un ángulo recto tiene 90 grados.
They'll want to punish him.,Ellos querrán castigarlo.
I think it's crazy.,Me parece una locura.
I bet we have a test today.,Apuesto a que hoy tendremos un test.
Do you have any trouble with that?,¿Tienes algún problema con eso?
"You may take photos outside this museum, but not inside.","Podés sacar fotos fuera del museo, pero no adentro."
How long will you have to stay in Boston?,¿Cuánto tiempo se va a tener que quedar en Boston?
The lions roared in their cages.,Los leones rugían en sus jaulas.
Isn't that a little harsh?,¿No es eso un poco rudo?
I assume you'll be paying me in cash.,Asumo que me pagará en efectivo.
Did you wash your hands?,¿Te lavaste las manos?
You're so mysterious.,Eres tan misterioso.
"When I grow up, I want to be just like you.",Cuando crezca quiero ser igual que tú.
My name isn't Tom.,No me llamo Tom.
We had to leave for the United States on short notice.,Tuvimos que irnos a Estados Unidos en corto tiempo.
Tom asked Mary for help.,Tom le pidió ayuda a Mary.
Give me a little more time.,Dame un poco más de tiempo.
I have a bad cold.,Yo tengo un resfriado.
Tom and Mary bought a handmade rug.,Tom y Mary compraron una alfombra hecha a mano.
She cannot have done such a thing.,Ella no puede haber hecho tal cosa.
Save it till later.,Guardalo para más tarde.
The library is open from 9 a.m. to 8 p.m.,La biblioteca atiende desde las 9:00 a.m. hasta las 8:00 p.m.
What makes you think I'm lying?,¿Qué te hace pensar que estoy mintiendo?
Your problem and mine are similar.,Tu problema y el mío son parecidos.
How can you be so naive?,¿Cómo puedes ser tan ingenuo?
The TV was turned on.,La televisión estaba encendida.
Where did you park your car?,¿Dónde aparcaste el coche?
I'm a police officer.,Soy oficial de policía.
It wasn't in Boston that we met.,No fue en Boston donde nos conocimos.
"I'm tired, but I can't fall asleep.","Estoy cansada, pero no puedo quedarme dormida."
What did you learn at school today?,¿Tú qué aprendiste en la escuela hoy?
Does someone here speak French?,¿Alguien aquí habla francés?
I'm not your wife.,No soy tu esposa.
I want to travel around the world.,Quiero viajar alrededor del mundo.
She still loved him.,Ella aún lo amaba.
She kicked him.,Ella lo pateó.
I wonder what happened to ancient Rome.,Me pregunto qué ocurrió con la antigua Roma.
I didn't have chains for the car.,No tenía cadenas para el coche.
I need to buy stamps.,Necesito comprar estampillas.
I want everyone to help me clean the house.,Quiero que todos me ayuden a limpiar la casa.
The horse stopped and refused to move.,El caballo se paró y se negó a moverse.
"You hate tourists, don't you?","Odias a los turistas, ¿verdad?"
Tom blew Mary a kiss.,Tom le lanzó un besó a Mary.
The thief was apprehended this morning.,Cogieron al ladrón esta mañana.
It wasn't very cold last night.,Anoche no hizo demasiado frío.
Tom thought that Mary was hiding something from him.,Tom pensó que Mary le estaba ocultando algo.
How much should they get?,¿Cuánto deberían obtener?
We only need water.,Solo necesitamos agua.
"All of a sudden, they stopped talking.",De repente dejaron de hablar.
Is Tom awake?,¿Está Tom despierto?
Blend the blue paint with the yellow paint.,Mezcla la pintura azul con la amarilla.
Tom took off his tie.,Tom se sacó la corbata.
I'd like to know why you did it.,Quisiera saber por qué ha hecho eso.
I worked in this factory.,Yo trabajé en esta fábrica.
Money opens all doors.,El dinero abre todas las puertas.
Tom told Mary that he loved her.,Tom le dijo a Mary que él la amaba.
Tom hopes he doesn't become a workaholic like his father.,Tom espera no convertirse en un adicto al trabajo como su padre.
I understand the rule.,Entiendo la norma.
I met him three years ago.,Lo conocí hace tres años.
I've read many kinds of books.,He leído muchas clases de libros.
I still can't really believe it.,Todavía no acabo de creerlo.
That's not what I was looking for.,Eso no es lo que buscaba.
I like the melody of this song.,Me gusta la melodía de esta canción.
I'm very tired.,Estoy muy cansado.
Did he make up his mind to make the trip?,¿Se determinó a hacer el viaje?
Ask him when the next plane leaves.,Pregúntele cuándo sale el próximo avión.
How did you become a police officer?,¿Cómo llegaste a ser un oficial de policía?
Tom taught Mary many things.,Tomás le enseñó muchas cosas a María.
I am counting on your help.,Cuento con tu ayuda.
The children were listening to the teacher.,Los chicos escuchaban al maestro.
We import tea from India.,Importamos el té de la India.
The classroom is full of teenagers. A couple of them are asleep.,El aula está llena de adolescentes. Dos de ellos están dormidos.
I don't want to leave a message.,No quiero dejar un mensaje.
We shook hands.,Nos dimos la mano.
Tom said he can get us what we need.,Tom dijo que puede conseguirnos lo que necesitamos.
"You still live with your parents, don't you?","Aún vives con tus padres, ¿no?"
This book is adapted for children.,Este libro es adecuado para los niños.
You must think this is funny.,Debes de creer que esto es divertido.
Give me a toothpick.,Dame un palillo.
Why do you think Tom likes baseball so much?,¿Por qué crees que a Tom le gusta tanto el béisbol?
I can't leave my family.,No puedo abandonar a mi familia.
She pleaded with him to not leave.,Ella le rogó que no se fuera.
It took a long time to accustom myself to the noise.,Me tomó mucho tiempo acostumbrarme al ruido.
That isn't going to help you.,Eso no te va a ayudar.
Let's get out of here.,¡Salgamos de aquí!
I found the book boring.,El libro me pareció aburrido.
Mother told him to look after his younger brother.,La madre le dijo que cuidara de su hermano menor.
"It was raining, so I stayed home.","Estaba lloviendo, así que me quedé en casa."
What's the real reason you don't want to do this?,¿Cuál es la verdadera razón por la que no quieres hacer esto?
Animals cannot distinguish right from wrong.,Los animales no son capaces de distinguir entre lo que está bien y lo que está mal.
How much does Tom spend a month?,¿Cuánto se gasta Tom al mes?
I don't feel like taking a walk now.,Ahora no tengo ganas de dar un paseo.
Your effort will surely bear fruit.,Seguro que tus esfuerzos darán su fruto.
Tom very often takes a nap for an hour after lunch.,Tom muy a menudo toma una siesta por una hora después del almuerzo.
Tom was found dead in his room.,Tom fue hallado muerto en su habitación.
Don't you want a job?,¿No quieres un trabajo?
I often played tennis with her.,A menudo jugaba al tenis con ella.
How long have you been sitting there?,¿Cuánto tiempo llevas ahí sentado?
I don't know how to pronounce his name.,No sé cómo pronunciar el nombre de él.
I never want you to step foot in that bar again.,No quiero que vuelvas a poner un pie en ese bar.
Tom is learning English.,Tom está aprendiendo inglés.
I think it wouldn't be too hard to come up with a better system.,Pienso que no sería demasiado difícil diseñar un mejor sistema.
He got a new job.,Consiguió un nuevo trabajo.
Won't you have some more coffee?,¿No quiere más café?
Fish is cheap today.,"Hoy en día, el pescado está barato."
How much is the car you are planning to buy?,¿Qué tanto cuesta el carro que planeas comprar?
"It disgusts me, too.",A mí también me da asco.
Do you want me to explain it to you?,¿Quieres que te lo explique?
He has a daughter who is very pretty.,Él tiene una hija muy linda.
You're the most important person in my life.,Sos la persona más importante de mi vida.
"If I were twenty, I could vote.","Si yo tuviera veinte, podría votar."
He is trying hard to give up smoking.,Él está haciendo un gran esfuerzo para dejar de fumar.
Tom plays the flute better than Mary.,Tom toca la flauta mejor que Mary.
"When I arrived at the station, the train was just about to leave.","Cuando llegué a la estación, el tren estaba a punto de irse."
We won't be able to do more than this.,No vamos a poder hacer más que esto.
The picnic was canceled because of rain.,El pícnic se canceló por la lluvia.
Tom asked me if I would be willing to contribute some money.,Tom me preguntó si acaso estaría dispuesto a contribuir algo de dinero.
I had to do everything on my own.,Tuve que hacerlo todo por mi cuenta.
Don't eat so much. You'll get fat.,No comas tanto. Vas a engordar.
"Yours is better than that one, isn't it?","El tuyo es mejor que ese, ¿verdad?"
Draw a line on your paper.,Trazá una línea en el papel.
You don't have to shout at me.,No tienes que gritarme.
Have you met Tom yet?,¿Ya conociste a Tom?
