source,target
La mujer abrazó al bebé.,The woman hugged the baby.
¿Vamos a la discoteca este fin de semana?,How about going to a disco this weekend?
El calor y la luz son necesarios para nuestra existencia.,Heat and light are necessary for our existence.
A veces nuestras plegarias no son respondidas de la manera en la que querríamos.,Sometimes our prayers aren't answered the way we want them to be.
No me gustan las zanahorias.,I don't like carrots.
Estuvo a punto de perder un ojo.,He came close to losing an eye.
Mi habitación no es tan grande como la tuya.,My room isn't as large as yours.
¿Por qué no me lo dijo alguien?,Why didn't someone tell me?
Él se hizo cargo de la empresa después de la muerte de su padre.,He took charge of the firm after his father's death.
Deseche usted esos temores.,Put aside those fears.
Tom le enseñó a Mary la foto de John.,Tom showed Mary John's photo.
¿Cuál es el libro más inspirador que has leído?,What's the most inspiring book you've ever read?
Yo no estoy contento.,I'm not satisfied.
"A pesar de mi consejo, no cambiará de opinión.",He will not change his mind in spite of my advice.
Sos mi enemiga.,You're my enemy.
No te molestes en hacer eso.,Don't bother doing that.
Fuimos a Australia para nuestra luna de miel.,We went to Australia for our honeymoon.
Ayúdame a elegir un sombrero que combine con mi vestido nuevo.,Please help me pick out a hat which matches my new dress.
Él saltó por encima de la zanja poco profunda.,He leaped over the shallow ditch.
Todavía no he pagado las entradas.,I haven't paid for the tickets yet.
Mi tía disfrutó de buena salud durante toda su vida.,My aunt enjoyed good health all her life.
Quiero aquella bolsa.,I want that bag.
Tom se hizo un sándwich de mantequilla de maní.,Tom made himself a peanut butter sandwich.
Tom y Mary quedaron de acuerdo en un precio.,Tom and Mary agreed on a price.
Firmé el formulario.,I signed the form.
Ese perro tiene el rabo corto.,That dog has a short tail.
Caminamos por la carretera.,We walked along the road.
Él se concentraba en sus estudios.,He concentrated on his studies.
A Neptuno le toma 165 años orbitar alrededor del sol.,It takes 165 years for Neptune to orbit around the sun.
"Si te vas ahora, estarás en Boston mañana por la tarde.","If you leave now, you'll be in Boston by tomorrow evening."
¿Resolviste el enigma?,Have you worked the puzzle out?
"Si te das prisa, puedes lograrlo.","If you hurry, you can make it."
Los niños a menudo están impacientes e inquietos.,Children are often impatient and restless.
Tom sacó un papel doblado del bolsillo de su camisa.,Tom took a folded piece of paper out of his shirt pocket.
A veces tienes que elegir entre tener buen aspecto y estar cómodo.,Sometimes you have to choose between looking good and being comfortable.
La compañía pidió al banco que le prestara dinero para comprar maquinaria nueva.,The company asked the bank to loan them some money to buy new machinery.
Muchos de los estudiantes estaban cansados.,Many of the students were tired.
Necesito tu consentimiento para hacerte la prueba de la COVID-19.,I need your consent to test you for COVID-19.
"Algunos van al colegio en bicicleta; otros, en autobús.","Some go to school by bicycle, others go by bus."
¿A quién le gustan los frijoles?,Who likes beans?
La chica que llevaba un banjo parecía asustada.,The girl carrying a banjo seemed scared.
"Tom nos ayudará, ¿verdad?","Tom is going to help us, isn't he?"
Tom empacó sus cosas y se fue.,Tom packed his things and left.
Tom quiere que lleve a Mary a la fiesta.,Tom wants me to take Mary to the party.
Tom puede irse.,Tom may leave.
Es un gran placer estar con vosotros.,It is a great pleasure being with you.
Podéis comer todo lo que queráis.,You can eat all you want.
La primera cosa que quiero hacer mañana es encontrar un buen trabajo de medio tiempo.,The first thing I want to do tomorrow is to find a good part-time job.
"Afortunadamente, él ganó el partido.","Luckily, he won the game."
Tienes que arriesgarte.,You have to take a chance.
¿Me puede recomendar un hotel?,Can you recommend a hotel?
Me han picado los mosquitos.,I got bitten by mosquitoes.
Tom es apasionado.,Tom is passionate.
Sabía que Tom diría algo tonto.,I knew Tom would say something stupid.
¿Te lavas las manos antes de comer?,Do you wash your hands before eating?
"No te vas a dar por vencido, ¿verdad?","You're not giving up, are you?"
Ellos se escaparon de su castigo.,They escaped being punished.
El envío de los productos se realiza posterior a un mes de hecha la orden.,Delivery of goods occurs a month after the order is placed.
No hubo quien quedase insatisfecho.,There was no one left unsatisfied.
¿Serías mi novia?,Will you be my girlfriend?
El criminal fue arrestado y puesto en prisión.,The criminal was arrested and put into prison.
"Ella quiere a Tom, no a mí.","She loves Tom, not me."
No quiero hacer su trabajo en su lugar.,I don't want to do his work for him.
Tommy no pudo responder a la última pregunta.,Tommy couldn't answer the last question.
¡Esto no funciona!,This doesn't work!
Deja de perder el tiempo.,Quit wasting time.
Apague la luz.,Put out the light.
¿Pagaste el libro?,Did you pay for the book?
Esa chica de allí está muy gorda.,That girl over there is very fat.
Debes masticar bien tu comida.,You should chew your food well.
¿Os gusta el inglés?,Do you like English?
Desearía que fuera verdad.,I wish it were true.
Ayer me encontré con Mary en la calle.,Yesterday I met Mary on the street.
"Tan pronto como pueda costearme comprar una casa, lo haré.","As soon as I can afford to buy a house, I will."
Estoy buscando mis lentes.,I'm looking for my glasses.
Nos escondimos tras un arbusto para que nadie pudiera vernos.,We hid behind a bush so that no one would see us.
Ayer a estas horas estábamos en el cine.,"Yesterday at this time, we were at the movie theater."
Fuerza la puerta.,Kick the door in.
Deberías disculparte ante mí.,You must excuse me.
Ese es un collar hermoso.,That's a beautiful necklace.
Ella asintió con su cabeza el acuerdo.,She nodded her head in agreement.
Las gallinas negras ponen huevos blancos.,Black hens lay white eggs.
Es demasiado sensible.,He is too sensitive.
A mí no se me ha perdido.,I haven't lost it.
Quiero este teléfono.,I want this phone.
¿Cuál es la montaña más grande del mundo?,What's the highest mountain in the world?
El gobierno rechazó la demanda.,The government turned down the request.
¿Dónde pusiste el ketchup?,Where did you put the ketchup?
"Los gerentes de oficina esperan precisión, eficiencia y dedicación.","Office managers expect accuracy, efficiency, and dedication."
No es probable que lo hiciera a propósito.,It is not likely that he did it on purpose.
Ayudémonos los unos a los otros.,Let's help each other.
Dejo entrar al gato.,I let the cat in.
Toda la escuela estuvo de acuerdo con la propuesta.,The whole school agreed to the proposal.
Me quedaré tres días más.,I'll stay for three more days.
Aprendemos a leer y a escribir.,We learn to read and write.
Ella es una mujer histérica.,She is a hysterical woman.
Tom es la persona más aburrida que conozco.,Tom is the most boring person I know.
Ellos están limpiando la playa.,They're cleaning the beach.
Descubre lo que ocurrió.,Find out what happened.
¡Estoy tan cansada!,I'm so tired!
El sistema funcionaba bien.,The system worked well.
No he escuchado la radio durante mucho tiempo.,I haven't listened to the radio in a long time.
Cuando venía hacia aquí una fuerte ráfaga de viento me dio la vuelta al paraguas.,"On my way here, the strong wind blew my umbrella inside out."
Que no se te olvide entrar al perro.,Don't forget to let the dog in.
Él tiene un carácter pasivo.,He has a passive character.
Esto es muy irregular.,This is very irregular.
Mi padre se quedó satisfecho con el resultado.,My father was satisfied with the result.
No tengo más que 3000 yenes.,I have no more than three thousand yen.
No estoy culpando a nadie.,I'm not blaming anyone.
Tom se dio una ducha fría esta mañana.,Tom took a cold shower this morning.
¿Por qué es importante hacer ejercicio?,Why is it important to exercise?
El trueno asustó a los estudiantes.,The thunder frightened the students.
El niño pequeño está en el zoo.,The little boy is at the zoo.
Él obtuvo el primer premio.,He got the first prize.
Tengo que arreglar la máquina de lavar la ropa.,I have to fix the washing machine.
Dígame cómo llegar a la playa.,Tell me how to get to the beach.
¿Qué quieres exactamente que haga?,What exactly do you want me to do?
Tengo que aprender francés.,I have to learn French.
¿Por qué no fuiste ayer a la escuela?,Why didn't you go to school yesterday?
¿Él sabe lo que hiciste?,Does he know what you did?
No conozco a ninguna de las dos chicas.,I don't know either girl.
¿Te gusta más la nueva escuela?,Do you like the new school better?
Conozco al chico.,I know the boy.
Los resfriados son contagiosos.,Colds are contagious.
Él practica guitarra hasta tarde por la noche.,He practices playing the guitar until late at night.
"Por favor, tráeme el periódico de hoy.","Bring me today's paper, please."
La pregunta era demasiado difícil de responder.,The question was too difficult to answer.
"Hace mucho viento, pero no hace frío.","It's very windy, but it isn't cold."
Siempre puedes contar conmigo.,You can always count on me.
Me siento inquieto cuando tengo que esperar demasiado tiempo para que mi amiga aparezca.,I feel restless when I have to wait too long for my friend to show up.
Hazlo tan pronto como puedas.,Do it as soon as you can.
Tom tiene pesadillas a menudo.,Tom often has nightmares.
Tom fue arrestado por conducir en estado de ebriedad.,Tom was arrested for drunken driving.
Él fue a América a estudiar medicina.,He went to America to study medicine.
Finalmente ella cedió a la tentación y se comió toda la torta.,Finally she gave in to temptation and ate the whole cake.
"Cuando vi a su madre ayer, dijo que él había dejado el hospital una semana antes.","When I saw his mother yesterday, she said he had left the hospital a week before."
Todos estaban molestos.,Everyone was upset.
Léelo de nuevo.,Read it again.
Tom se acercó un poco a Mary.,Tom moved a bit closer to Mary.
Yo te llevo.,I'll give you a ride.
Ella quiere que él sea sólo un amigo.,She wants him to be just a friend.
Has cometido el mismo error.,You made the same mistake.
Había sólo chicas.,There were only girls.
Tenemos que defender nuestro país a toda costa.,We have to defend our country at any cost.
Se terminó de tomar la cerveza y ordenó otra.,He finished the beer and ordered another.
Todavía estás soltera ¿verdad?,"You're still single, aren't you?"
Me gustan las rosas rojas.,I like red roses.
Ya veo por qué no quieres ir ahí.,I see why you don't want to go there.
Deme otro ejemplo.,Give me another example.
Creía que serías mayor.,I thought you'd be older.
"Has venido en coche, ¿verdad?","You came by car, right?"
No te quería alrededor mío acechándome fuera como fuese.,I didn't want you lurking around me anyway.
La entrada es gratuita.,Attendance is free.
Los equipos salen al campo.,The teams are coming onto the field.
Algunos científicos creen que el efecto invernadero es imaginario.,Some scientists believe that the greenhouse effect is imaginary.
¿Apareces en esta foto?,Are you in this photo?
Te agradezco de todo corazón.,I thank you with all my heart.
¿Ellos vendrán aquí mañana?,Are they coming here tomorrow?
Eso es lo que crees.,That's what you think.
Estas son nuestras.,These are ours.
Tom se estacionó detrás del auto de Mary.,Tom parked behind Mary's car.
Tom se merece el sueldo que le pagamos.,Tom deserves the salary we pay him.
Pensaba que sólo los japoneses eran adictos al trabajo.,I thought only Japanese were workaholics.
"Ella le aconsejó que viera a un abogado, y así lo hizo.","She advised him to see a lawyer, so he did."
Tom es nuestro héroe.,Tom is our hero.
¿Son reales estas flores?,Are these flowers real?
Quiero visitar Corea.,I want to visit Korea.
El arcoíris es un fenómeno natural.,A rainbow is a natural phenomenon.
Él está podrido hasta la médula.,He's rotten to the core.
El barco se encalló en un banco de arena.,The ship ran aground on a sandbar.
¿Qué aprendieron en la escuela hoy?,What did you learn at school today?
Él está sentado sobre la valla.,He's sitting on the fence.
Eso debería complacer a todos.,That should please everyone.
Era una sonrisa forzada.,It was a forced smile.
¿Qué tal el examen de hoy?,How was today's test?
Los trenes de vapor fueron sustituidos por trenes eléctricos.,Steam trains were replaced by electric trains.
Ella dió su palabra de que no bebería.,She gave her oath that she would not drink.
¿Sabe Tom qué hacer con esto?,Does Tom know what to do with this?
Tom no sabe si Mary va a venir en auto o en bicicleta.,Tom doesn't know whether Mary will come by car or by bicycle.
Tom fue promovido.,Tom got a promotion.
Un hombre honesto nunca roba dinero.,An honest man never steals money.
Ella no estaba de humor para almorzar.,She was not in the mood for lunch.
Quiero un cuchillo.,I want a knife.
Es cruel burlarse de un ciego.,It is cruel to mock a blind man.
Yo pensaba que Tom era el mejor cantante en el escenario esta noche.,I thought Tom was the best singer on stage tonight.
Aprendí a tocar la guitarra a los diez años.,I learned to play guitar when I was ten years old.
Hace mucho que no escucho la radio.,I haven't listened to the radio in a long time.
La cuenta ascendía a tres mil dólares.,The bill added up to three thousand dollars.
¿Puedo usar esto?,May I use this?
Quiero dormir un poco más.,I want to sleep a little longer.
Sonó la alarma y todos debieron evacuar.,The alarm rang and everyone had to evacuate.
Sabe quién es.,She knows who he is.
Tom intenta ganar suficiente dinero para comprarse una trompeta nueva.,Tom is trying to earn enough money to buy himself a new trumpet.
No deberías haber esperado hasta hoy para hacer eso.,You shouldn't have waited until today to do that.
Es más barato tomar el colectivo.,It's cheaper to take the bus.
Tom vivió en Australia por varios años.,Tom lived in Australia for quite a few years.
Me tomó varias horas leerlo.,It took me several hours to read it.
Tenemos tres aviones.,We have three airplanes.
Éste es el bolígrafo con el que escribía el famoso novelista.,This is the pen which the famous novelist wrote with.
¿Por qué sos tan listo?,Why are you so smart?
No tenían nada de comida.,They had no food.
Ella se cocinó una rica comida.,She cooked herself a good meal.
Tiene que pagar por adelantado.,You must pay in advance.
Dentro de una hora empezará el partido.,The game will start in an hour.
El problema es que ellos no tienen dinero.,The trouble is that they have no money.
Aquí no hay ninguna cerveza.,There's no beer here.
"Quien llegue primero, ganará.","Whoever gets there first, wins."
Esta foto fue tomada en Boston hace tres años.,This photo was taken in Boston three years ago.
Ellos tuvieron muchos hijos.,They had a lot of kids.
Mi padre me cocinará un desayuno sabroso mañana por la mañana.,My father will cook me a delicious meal tomorrow morning.
Es solo que no tengo ganas de celebrar mi cumpleaños.,I just don't feel like celebrating my birthday.
No había nada que yo pudiera hacer.,There was nothing I could do about it.
¿Qué tan lejos es de aquí hasta tu casa?,How far is it from here to your house?
Yo jamás diría algo así.,I'd never say something like that.
Ya han pasado veinte años.,Twenty years already passed.
Ustedes la pueden poner ahí.,You can put it there.
Llevaba a mi hijo a la espalda.,I carried my son on my back.
"Tom estaba sentado bajo un árbol, bebiendo vino.","Tom was sitting under a tree, drinking wine."
No pudimos averiguar su paradero.,We weren't able to determine her whereabouts.
Ya que estás aquí puedes ayudarme.,"Now that you're here, you can help me."
Escuché todo lo que acabas de decir.,I heard everything you just said.
En realidad Tom no me golpeó.,Tom didn't actually hit me.
Mis ahorros se acabarán pronto.,My savings will soon run out.
No me funciona el wifi.,The WiFi isn't working for me.
"No tienes que hacerlo hoy, ¿verdad?","You don't have to do that today, do you?"
¿Dónde vive usted ahora?,Where do you live now?
"Lleva la mesa para afuera, por favor.","Bring the table outside, please."
La curiosidad mató al gato.,Curiosity killed the cat.
"Mientras hay vida, hay esperanza.","While there is life, there is hope."
Tom fue criado en Boston.,Tom was brought up in Boston.
"Tienes el derecho a la libertad de expresión, pero no el derecho a difamar.","You have the right to free speech, but not the right to slander."
Tom le mostró a Mary una foto de John.,Tom showed Mary a picture of John.
Eso no es lo que dijisteis.,That's not what you said.
Ellos están dispuestos a aprender inglés.,They are willing to learn English.
Tom ocupó todo su dinero.,Tom used up all his money.
Muchas canciones para la campaña fueron escritas.,Many campaign songs were written.
Tom y Mary apenas se casaron el año pasado.,Tom and Mary just got married last year.
¿Tienes planes para esta noche?,Do you have plans for tonight?
"Hipotéticamente, una persona puede vivir una vida perfecta sin pecar.",Hypothetically a person can live a perfect life without sinning.
Las ventanas de mi cuarto están rajadas.,The windows in my room are cracked.
También Tom va a ir.,"Tom is going, too."
Mary es la hermanastra de Tom.,Mary is Tom's stepsister.
Él no es más fuerte que yo.,He's not stronger than me.
Me fue muy difícil entender lo que él estaba diciendo.,It was rather difficult for me to make out what he was saying.
Tu silla es idéntica a la mía.,Your chair is identical to mine.
Ayer estaba enferma.,I was ill yesterday.
Lo trataba como a mi propio hijo.,I treated him like my own son.
Tom parece fuerte.,Tom looks strong.
¿Has estado aquí desde entonces?,Have you been here since?
Tienes suerte de seguir con vida.,You're lucky to be alive.
"Tom se vistió rápidamente, luego salió corriendo por la puerta.","Tom dressed himself quickly, then ran out the door."
Tom espera que alguien más venga pronto.,Tom is expecting someone else to come soon.
Apuesto a que funciona.,I bet it works.
Soy fácil de influenciar.,I'm easily influenced.
Mary aún juega con muñecas.,Mary still plays with dolls.
Mi hermana tiene un piano.,My sister has a piano.
Mi equipaje se perdió.,My baggage is missing.
¿Quién dijo que yo tenía un arma?,Who said I had a gun?
Él era la última persona que hubiera esperado ver durante mi estancia en los EE. UU.,He was the last person I had expected to see during my stay in America.
Me pregunto dónde estará él ahora.,I wonder where he is now.
Tenía que haber conseguido ese ascenso.,I should've gotten that promotion.
Debí haber interpretado las señales.,I should've read the signs.
Anote aquí su nombre.,Write down your name here.
Déjate de chanzas porque la cosa es muy seria.,Stop joking. It's a serious matter.
El mundo no gira en torno tuyo.,The world doesn't revolve around you.
Ella arriesgó su vida para salvarle.,She risked her life to save him.
Eres blanco como el papel.,You are as white as a sheet.
Desconozco si Tom va a nadar o no.,I don't know whether Tom will swim or not.
En ese tiempo ella era estudiante en Yale.,"At that time, she was a student at Yale."
Las personas no siempre se comportan racionalmente.,People don't always behave rationally.
Tom y Mary no se hablan.,Tom and Mary don't talk to each other.
Jamás me olvidaría de los momentos que pasamos juntos.,I'd never forget the moments we've spent together.
No me puedo permitir ir a comer a restaurantes tan caros.,I can't afford to eat in such an expensive restaurant.
Ella lo apuñaló con un cuchillo.,She stabbed him with a knife.
Todos quieren a Tom.,Everyone likes Tom.
¿Sabías que había unos cuantos zorros viviendo en esta montaña?,Did you know there were a few foxes living on this mountain?
¿Es ésa la verdadera razón?,Is that the real reason?
No puedo garantizar que vaya a pasar.,I can't guarantee that that's going to happen.
¿No te enseñaron nada tus papás?,Didn't your parents teach you anything?
Tom quería que María le prestara dinero.,Tom wanted Mary to loan him some money.
Tom negó haber sabido nada al respecto.,Tom denied knowing anything about it.
No lo había planeado.,I didn't plan on doing that.
Las mujeres suelen conversar para mantener relaciones personales.,Women use talking to maintain personal relationships.
Tom atravesó el río en un bote de remos.,Tom crossed the river in a rowboat.
Hoy es buena fecha.,Today would be good.
Ninguno de nosotros está en contra de su idea.,None of us are against his idea.
Tom obviamente es un buen profesor.,Tom is obviously a good teacher.
¿Qué libro es el tuyo?,Which book is yours?
Suelo levantarme a las 6.,I normally get up at 6 o'clock.
Tom es fiel a su esposa.,Tom is faithful to his wife.
No olvides lavarte las manos.,Don't forget to wash your hands.
"Un amigo es difícil de encontrar, pero fácil de perder.","A friend is hard to find, but easy to lose."
Es la respuesta correcta.,It's the correct answer.
¿Cómo es que sabes tanto sobre la historia de Japón?,How is it that you know so much about Japanese history?
Les estamos observando.,We're watching you.
He oído decir que tienes una nueva novia.,I hear you've got a new girlfriend.
El policía está de guardia.,The policeman is on duty.
¿Sabes dónde lo puedo encontrar?,Do you know where I can find it?
¿Puedes enviarme tu receta de pastel de carne?,Can you send me your meatloaf recipe?
Estoy muy feliz de haber salido de la escuela secundaria.,I am very glad to be out of high school.
No puedo contar el número de veces que oí a Tom decir eso.,I can't count the number of times I've heard Tom say that.
No confío en los hombres de negocios.,I don't trust businessmen.
¿De quién es esto?,Who's this from?
Ya no quiero estar solo.,I don't want to be alone anymore.
¿Usted bebe alcohol todos los días?,Do you drink alcohol every day?
Hay una embajada sueca en Washington D.C.,There's a Swedish embassy in Washington D.C.
Podría necesitar tu ayuda.,I might need your help.
¿Has afilado alguna vez este cuchillo?,Have you ever sharpened this knife?
Fuimos forzados a trabajar duro.,We were forced to work hard.
Ahora lo único que quiero es dormir un poco.,All I want to do now is sleep for a bit.
Ese muchacho habla por los codos.,That boy is a chatterbox.
Apenas había entrado en casa cuando estalló la tormenta.,I had barely gotten home when the storm broke out.
Él viajó al oeste en tren.,He traveled west by train.
Me voy a reunir con Tom a las dos y media.,I'm to meet Tom at 2:30.
"Tom sabía la verdad, pero no dejó que nadie supiera que él lo sabía.","Tom knew the truth, but he didn't let anyone know that he knew it."
La próxima vez no lo perdonaré.,I won't forgive you if you do it again.
La casa de Tom fue destruida por un tsunami.,Tom's house was destroyed by a tsunami.
En este almacén venden muy barato.,They sell things very cheap in this store.
¿Dónde puedo encontrar a Tom?,Where can I find Tom?
¿El parque está abierto al público?,Is the park open to the public?
A Tom le gustó el nuevo corte de cabello de Mary.,Tom liked Mary's new hairstyle.
¿Quieres que te ayude con tus tareas?,Do you want me to help you with your homework?
Responde a la pregunta.,Answer the question.
Tom se ofreció a pagar los desperfectos.,Tom offered to pay for the damages.
La Atlántida es real.,Atlantis is real.
Las clases empiezan el lunes.,Classes begin on Monday.
Cayó al agua y se ahogó.,He fell into the water and drowned.
Mi coche es más viejo que tú.,My car is older than you.
El hombre tenía algo bajo su abrigo.,The man had something under his coat.
Es bueno volver a verte después de tantos años.,It's nice to see you again after so many years.
Despegaremos dentro de pocos minutos.,We'll take off in a few minutes.
Tom y Mary estaban a punto de irse cuando llegó John.,Tom and Mary were about to leave when John arrived.
Podrías leer más.,You should read more.
¿Te gustaría algo de beber?,Would you like anything to drink?
¡Esto es discriminación!,This is discrimination!
Él trabajó todo el día ayer.,He worked all day yesterday.
Eres muy lista.,You're very smart.
Ella me compró un abrigo muy majo.,She bought me a nice coat.
No lo vuelvas a hacer.,Don't do it again.
Ellos trabajan juntos.,They work together.
"He buscado por todas partes, pero no puedo encontrarlo.","I've looked everywhere, but can't find it."
Podemos dejar de hacer esto cuando quieras.,We can stop doing this whenever you want.
A las mujeres les encantó.,Women loved it.
Ella me recuerda mucho a su madre.,She reminds me very much of her mother.
"Te informaron de lo que pasó, ¿verdad?","They told you what happened, didn't they?"
Estaré contigo en cinco minutos.,I'll be with you in five minutes.
Toma una siesta.,Take a nap.
Él se perdió cuando se dirigía hacia aquí.,He got lost on his way here.
Tom está escribiendo una carta a Mary.,Tom is writing Mary a letter.
¿Has arreglado tú solo tu auto alguna vez?,Have you ever fixed your car by yourself?
Debo hablar con Tom.,I must speak to Tom.
No parecía tan importante.,It didn't seem that important.
"El siguiente, por favor.","Next person, please."
No olvides despachar esa carta.,Don't forget to send that letter.
Tom estuvo aquí hace solo un momento.,Tom was here just a moment ago.
Tom pidió perdón por no llevar a cabo lo prometido.,Tom apologized for not doing what he had promised he'd do.
Fuimos a caballo a la hacienda.,We rode to the ranch on horseback.
No tienes que hacer lo que diga Tom.,You don't have to do what Tom says.
Él no está ocupado siempre por la mañana.,He is not always busy in the morning.
Una casa es más que un mero edificio.,A home is more than a mere building.
Compramos esto en Australia.,We bought this in Australia.
Tom no es tan fuerte como pensábamos.,Tom isn't as strong as we thought.
Ellos estaban de vacaciones el julio pasado.,They were on vacation last July.
¿Puedes recomendar una buena obra de teatro?,Can you recommend a good play?
Tom acusó a María de ser mentirosa.,Tom accused Mary of being a liar.
"El bus se detuvo, pero nadie se bajó.","The bus stopped, but no one got out."
"Si hay algo que no entendáis, decídmelo.","If there's something you don't understand, let me know."
Metí la llave en la cerradura.,I put the key in the lock.
La princesa griega Alice era sorda y podía leer labios en tres idiomas.,Princess Alice of Greece was deaf and could lip-read in three languages.
¿Quieres leer un poema mío?,Do you want to read a poem of mine?
Creo que es hora de que abandone aquella idea.,I think it's time for me to abandon that idea.
El desayuno está listo.,Breakfast is ready.
Olvidé mandar tarjetas de año nuevo a mis amigos.,I forgot to send New Year's cards to my friends.
"La pregunta persiste, ¿por qué Tom querría hacer eso?",The question still remains why Tom would want to do that.
"Si vas a algún sitio, mejor díselo a tu madre antes.","If you go anywhere, you'd better tell your mother first."
¿Me están mintiendo?,Are you lying to me?
Eso no te va a ayudar.,That's not going to help you.
No puedes utilizar esta lavadora.,You can't use this washing machine.
Me pasé el día entero limpiando la pieza.,I spent the whole day cleaning up the room.
Espero que todo el mundo esté de acuerdo.,I hope everyone agrees.
¿Estabas ocupado ayer?,Were you busy yesterday?
La madre de Tomás está muerta.,Tom's mother's dead.
Ella está bañando al bebé.,She is giving the baby a bath.
A tu padre no le digas que quieres hacerte payaso.,Don't tell your father you want to become a clown.
¿No piensas que sería arriesgado hacerlo?,Don't you think doing that would be risky?
"Anota lo que está diciendo, por favor.",Please write down what he says.
Todos están listos.,Everyone is ready.
Voy de regreso.,I'm going back.
Su hija es capaz de recitar un montón de poemas.,His daughter is able to recite a lot of poems.
"Al teléfono, sus voces suenan parecidas.",Their voices sound similar over the phone.
Yo hallo los idiomas fascinantes.,I find languages fascinating.
Es tan fácil odiar a alguien.,It's so easy to hate someone.
No dejes que el gato salga de la bolsa.,Don't let the cat out of the bag.
Me gusta mi trabajo.,I like my job.
"Él quería ir a ver una corrida de toros, pero su padre no le dejaba.","He wanted to see a bullfight, but his father wouldn't let him go."
Tengo que ponerte una inyección.,I need to give you an injection.
Tom dijo que Mary era su hija.,Tom said that Mary was his daughter.
Me compré un ordenador nuevo el mes pasado.,I bought a new computer last month.
Él se tomó un día libre.,He took a day off.
Estar contigo me hace feliz.,Being with you makes me happy.
¿Has estado alguna vez en Boston?,Have you ever been to Boston?
Es un gran placer estar con usted.,It is a great pleasure being with you.
Tom sacó su teléfono móvil.,Tom pulled out his cellphone.
La policía te pillará tarde o temprano.,The police are going to catch you eventually.
Tomás compró un poco de pan.,Tom bought some bread.
"Ambos, Tom y Mary, observaron a John.",Tom and Mary both stared at John.
Tom vino aquí ayer.,Tom came here yesterday.
Esta noche damos una fiesta.,We're giving a party tonight.
Ambos libros son interesantes.,Both of the books are interesting.
"Mary no tiene a nadie con quien hablar, pero no se siente sola.","Mary has nobody to talk with, but she doesn't feel lonely."
El puente Golden Gate está hecho de hierro.,The Golden Gate Bridge is made of iron.
Usualmente murmuro mientras trabajo.,I often hum while I work.
Tom reclamó ser el dueño de la tierra.,Tom claimed to be the owner of the land.
¿Qué estaba haciendo tu madre cuando llegaste a casa?,What was your mother doing when you got home?
Tom le advirtió a María que se alejara de su casa.,Tom warned Mary to stay away from his house.
No puedo ver a nadie.,I can't see anyone.
¿Cuál es tu momento del día preferido?,What's your favorite time of day?
Alguien egoísta no piensa en nada más que sus propios sentimientos.,A selfish man thinks of nothing but his own feelings.
¿Quién es tu profesor de inglés?,Who is your English teacher?
Alguien intentó matar a Tom.,Someone tried to kill Tom.
Te ordeno que te vayas de inmediato.,I'm ordering you to leave immediately.
Era idea mía.,It was my idea.
Hemos gastado todo el dinero.,We've spent all the money.
Me gustaría ser medido para un traje nuevo.,I'd like to be measured for a new suit.
¿Sos mi madre?,Are you my mother?
Mamá hirvió diez huevos.,My mother boiled ten eggs.
"Tom barría el piso de la cocina, mientras Mary lavaba los platos.",Tom swept the kitchen floor while Mary washed the dishes.
Yo quisiera ser millonario.,I'd like to be a millionaire.
Nos graduamos de la preparatoria a los dieciocho años.,We graduate from high school at eighteen.
Ya te llegará la hora.,Your time will come.
Recorrimos 100 kilómetros en el auto antes de que oscureciera.,We covered 100 kilometers in the car before it got dark.
Lo puedo hacer ahora,I can do it now.
Ellos solo quieren divertirse.,They just want to have fun.
El hecho de que yo estoy aquí prueba que yo soy inocente.,The fact that I'm here proves that I'm innocent.
Eso es lo que no entiendo.,That's what I don't understand.
Él jugó al tenis todo el día.,He played tennis all day long.
Parecía que él había pasado por la oficina.,It seemed that he had visited the office.
Tengo una visa de turista.,I have a tourist visa.
Yo tengo una guitarra eléctrica.,I own an electric guitar.
Podríamos perder nuestros trabajos.,We could lose our jobs.
Con eso bastará.,That will do.
Así es como Tom lo hace.,That's how Tom does it.
"Él es muy generoso, así que vayamos con él.","He's very generous, so let's go with him."
Mary es mía.,Mary is mine.
Eres demasiado mayor para mí.,You're too old for me.
Necesito ayuda en esto.,I need help with this.
Tom es muy bueno tocando piano de oído.,Tom is pretty good at playing piano by ear.
¿Estás seguro de que quieres ir allí?,Are you sure that you want to go there?
Ella vive en una casa muy grande.,She lives in a huge house.
A Tom le gusta comer ostras crudas.,Tom likes eating raw oysters.
Todos lo sabíamos.,We all knew it.
Tengo un perro y dos gatos.,I have a dog and two cats.
Tengo que comprar uno.,I have to buy one.
No me interesa el arte moderno.,I'm not interested in modern art.
Tu muerte no habrá sido en vano.,Your death will not have been in vain.
Tom le prestó un libro a Mary.,Tom lent Mary a book.
Nadie oyó gritar a Tom.,No one heard Tom scream.
Mi amor por ti no me deja contarte todo. Es mejor no contar algunas cosas.,My love for you won't let me tell you everything. Some things are better left unsaid.
Sufro del síndrome de piernas inquietas.,I suffer from restless leg syndrome.
Casi todos fueron invitados.,Almost everybody was invited.
Él tuvo mucho que ver con ese proyecto.,He had a lot to do with that project.
Tom se despierta temprano casi todas las mañanas.,Tom wakes up early almost every morning.
Él trató de dejar de fumar varias veces pero no pudo.,"He tried to give up smoking several times, but failed."
¿Cuál es tu equipo de béisbol favorito?,What's your favorite baseball team?
