source,target
Veamos si podemos resolver ese misterio.,Let's see if we can solve that mystery.
"Enciende la televisión, por favor.",Please turn the television on.
Tom no cree en Dios.,Tom doesn't believe in God.
Cada mañana yo salgo de casa antes de las ocho en punto.,I leave home before eight o'clock every morning.
Me gustaría hablar dos palabras con usted.,I'd like to have a word with you.
Las playas de Hawái son famosas por sus grandes olas.,Beaches in Hawaii are famous for their large waves.
Pocos sobreviven a esta enfermedad.,Not many survive this disease.
Tom fingió no saber que Mary le había robado el dinero.,Tom pretended that he didn't know that Mary had stolen his money.
Hoy llegó un libro para ti en el correo.,A book came for you in the mail today.
Esperaba que comprendieras lo que quise decir.,I hoped you'd understand what I meant.
Él es bueno en esta clase de cosas.,He's good at this sort of thing.
Hay algunos niños bañándose en el estanque.,Some children are swimming in the pond.
Él estudia más que cualquier otro estudiante de su clase.,He studies harder than any other student does in his class.
¿A quién esperáis?,Who are you waiting for?
¿Dónde está la Cruz Roja?,Where is the Red Cross?
¿Prefiere vino blanco o tinto?,Would you like white wine or red?
Yo no era consciente de la presencia de ella.,I was not conscious of her presence.
Tom no ha estado aquí desde el lunes.,Tom hasn't been here since Monday.
Tom regañó a Mary por no llegar a tiempo.,Tom scolded Mary for not arriving on time.
Este es el alcance de mi capacidad.,This is the extent of my ability.
Yo no tengo un hijo llamado Tom.,I don't have a son named Tom.
No me digas que nunca te has enamorado.,Don't tell me you've never been in love.
Todavía tengo que ir al banco.,I still have to go to the bank.
Querría hacer una reserva para esta noche.,I'd like to make a reservation for tonight.
No necesitas salir ya mismo.,You don't need to go at once.
No se quedarán.,They won't stay.
Voy a seguir el negocio de mi padre.,I am to take over my father's business.
Tom debería estar fuera de cirugía dentro de 3 horas.,Tom should be out of surgery in about three hours.
Es de mi hermano.,It's my brother's.
Estoy aprendiendo francés en la escuela.,I learn French at school.
Vámonos a comer.,Let's go eat.
El avión ya había despegado cuando llegué al aeropuerto.,The plane had already taken off when I reached the airport.
Te veo la próxima semana.,See you next week.
No digo nada más que la verdad.,I speak nothing but the truth.
"No me cae muy bien. Si te digo la verdad, le odio.","I don't like him very much. To tell you the truth, I hate him."
"""¿Dónde vives tú?"" ""Yo vivo en Tokio.""","""Where do you live?"" ""I live in Tokyo."""
Una mujer tan hermosa como tú no debería comer sola.,A beautiful woman like you shouldn't be eating alone.
Ojalá no hubiera comprado esto.,I wish I hadn't bought this.
¿Entraste en la cueva?,Did you go inside the cave?
Lo que yo soy hoy se lo debo a la educación.,I owe what I am today to education.
Solo unas pocas personas vinieron ayer a la reunión.,Only a few people came to the meeting yesterday.
Somos los amigos de Tom.,We're Tom's friends.
Ella te va a prestar un libro.,She'll lend you a book.
Poca gente sabe cómo hacerlo.,Few people know how to do it.
Podéis elegir uno.,You may choose one of them.
Tengo la presión baja.,I have low blood pressure.
Solía ir a pescar con mi padre cuando era un niño.,I used to go fishing with my father when I was a child.
"Ella dijo que estaba en cama enferma, lo que era mentira.","She said she was ill in bed, which was a lie."
Creí que no sabías hacerlo.,I thought you didn't to know how to do that.
Saldremos mañana por la mañana.,We're going to leave tomorrow morning.
Veamos si podemos ayudarle.,Let's see if we can help you.
El jarrón mojado dejó una marca en la mesa.,The wet vase left a mark on the table.
¡Deja de molestarme!,Stop bothering me!
Ahora de verdad que me quiero ir a casa.,I really want to go home now.
Me voy a responder a la llamada de la naturaleza.,I'm just going to answer the call of nature.
Se permite usar diccionario bilingües.,Bilingual dictionaries are allowed.
Paraguay es un país de Sudamérica.,Paraguay is a country in South America.
Tengo que saber lo que está en riesgo.,I have to know what's at stake.
Siempre está en casa los lunes.,He's always at home on Mondays.
¿De qué tamaño es vuestro jardín?,How big is your garden?
Él actuó como un demente.,He behaved like a madman.
Voy a necesitar detalles.,I'm going to need details.
Este es mi sitio.,This is my spot.
Fue sólo un experimento.,It was just an experiment.
Venid cuando queráis.,Come whenever you like.
El cliente siempre lleva razón.,The customer is always right.
Tom está de vacaciones con sus padres.,Tom is on vacation with his parents.
Yo quería estar sola.,I wanted to be alone.
Tom debe de haberse gastado una fortuna.,Tom must have spent a fortune.
No te estaba ignorando.,I wasn't ignoring you.
Todos los veranos voy al campo.,I go to the country every summer.
El plazo del contrato expira hoy.,The contract expires today.
Tiene tres años menos que yo.,He is younger than me by three years.
Finalmente su deseo se cumplió.,He finally got his wish.
¿Me dejas un bolígrafo?,Would you please lend me a pen?
Decir la verdad a veces duele.,Sometimes telling the truth hurts.
"Iba a intentar quedar en la Universidad de Tokio, pero cambié de idea.","I was going to try to get into Tokyo University, but I've changed my mind."
¿Quién es tu villano de película favorito?,Who's your favorite movie villain?
Deberíamos quedarnos callados.,We should remain quiet.
Tom no tiene ganas de comer.,Tom doesn't feel like eating.
A menudo suelo jugar fútbol después de clases.,I often play soccer after class.
"Por favor, arreglen esto.",Please fix this.
El profesor de plástica pinta por la noche.,The art teacher paints at night.
Creo que recuerdo haciendo eso.,I think I remember doing that.
Tom es muy trabajador.,Tom is very hardworking.
Sé exactamente con quién planea casarse Tom.,I know exactly who Tom plans to marry.
La mayoría de la gente no querría hacerlo.,Most people wouldn't want to do that.
Tom no tiene ni idea de quién hizo eso.,Tom has no idea who did that.
Mandaron a buscar un doctor.,The doctor was sent for.
Tom le está tirando el pelo a Mary.,Tom is pulling Mary's hair.
Tom va subiendo las escaleras.,Tom is going up the stairs.
Hiciste un mejor examen que yo.,You did better on the exam than me.
Tuve una buena nota en inglés.,I got a good grade in English.
Mary es católica pero su novio es ateo.,"Mary is Catholic, but her boyfriend is an atheist."
Ella quiere saber quién le envió las flores.,She's curious to find out who sent the flowers.
Te puedo entender en cierta medida.,I can understand you to some extent.
Pocas cosas nos hacen disfrutar tanto como la música.,Few things give us as much pleasure as music.
"Dese vuelta, por favor.",Please turn over.
Tom es bajo.,Tom is short.
¿Puedes comprar uno para mí también?,Can you buy one for me as well?
¿Cómo iba yo a saberlo?,How would I know?
Tal vez es algo importante.,Maybe it's something important.
Pensé que iban a ofrecerme el empleo.,I thought you were going to offer me the job.
Él es un niño malcriado.,He is a spoiled child.
Le pedí que nos enviara el libro.,I asked him to send us the book.
Vivimos a diez minutos de su casa.,We live ten minutes away from him.
Tom me ha dicho que vaya más despacio.,Tom told me to slow down.
No son las Olimpíadas.,It's not the Olympics.
Tom le mandó unas flores a Mary.,Tom sent Mary some flowers.
"Tom y Mary se pondrán bien, ¿verdad?","Tom and Mary are both going to be OK, aren't they?"
Eso es todo lo que puedo decir en este momento.,That's all I can say at the moment.
Quince minutos más y estaré fuera de aquí.,Fifteen more minutes and I'll be out of here.
Un montón de gente asistió a su funeral.,A great many people attended his funeral.
Las cosas se están poniendo muy peligrosas por aquí.,Things are getting too dangerous around here.
Todos deseamos la paz.,We all hope for peace.
"¿Podrías levantarte, por favor?","Could you stand up, please?"
Los domingos juego al tenis en el parque.,I play tennis in the park on Sunday.
Eres la única que puede protegerlas.,You are the only one who can protect them.
Puedes entrar solamente si conoces nuestra contraseña.,You can come in if and only if you know our password.
Tom se probó el abrigo para ver si le quedaba.,Tom tried the coat on to see if it would fit.
Este escándalo le ha costado su reputación.,That scandal cost him his reputation.
Él tiene la habilidad de hacer buenos planes.,He has the ability to make a good plan.
Ella vio muchos animales en la carretera.,She saw a lot of animals on the road.
Una poderosa tormenta se dirige a nosotros.,A powerful storm is headed our way.
Estoy harto de todo.,I'm tired of everything.
¿Estás libre el lunes?,Will you be free on Monday?
No quiero aprender francés.,I don't want to learn French.
Me lo pasé bien en la fiesta.,I had a good time at the party.
Hubiera sido mejor si no hubiéramos hecho eso.,It would've been better if we hadn't done that.
Debíamos haber despegado a las 4:30 p.m.,We were to have taken off at 4:30 p.m.
¿Ni siquiera me vas a decir tu nombre?,Aren't you even going to tell me your name?
"Para mí, todas se ven iguales.",They all look the same to me.
«¿Cuántas preguntas acertaste?» «Ninguna.»,"""How many questions did you get right?"" ""Zilch."""
No tenía dónde esconderme.,I had nowhere to hide.
Él y yo somos primos.,He and I are cousins.
La ciencia es demasiado difícil.,Science is too hard.
Estoy muy contento.,I am very pleased.
El tren llegó con retraso por culpa de la nieve.,"Owing to the snow, the train was delayed."
No podía dejar de llorar.,I couldn't stop crying.
"Por favor, muéstreme el horario.",Please show me the schedule.
¿Acaso María no es bonita?,Isn't Mary beautiful?
Él intentó suicidarse.,He tried to kill himself.
El hecho es que aún no me he leído el libro.,The fact is that I haven't read the book yet.
Ya basta de llorar.,Now stop crying.
¿Cuál es el archivo correcto?,Which one is the correct file?
No me gustó mucho el guiso que hizo Tom.,I didn't really like the stew that Tom made.
Ella hizo de guía.,She acted as a guide.
Por favor pon esto en el microondas.,Please put this in the microwave oven.
Estamos en una reunión.,We are having a meeting.
¿Por qué dijiste semejante estupidez?,Why did you say such a stupid thing?
Tom no tiene acento australiano.,Tom doesn't have an Australian accent.
Este psiquiatra se ha especializado en desórdenes alimenticios.,That psychiatrist specialized in eating disorders.
Quisiera que discutieramos estos resultados.,I'd like to discuss these results.
Cocinar es interesante.,Cooking is interesting.
Mi papá normalmente va en bus a su oficina.,My father usually goes to his office by bus.
¿Sabes cómo usar esto?,Do you know how to use this?
Ella le miraba hacer un dibujo.,She watched him draw a picture.
"Por favor, sólo déjame solo.",Please just leave me alone.
¿De verdad horneaste la tarta tú misma?,Did you really bake the pie by yourself?
Tom tiene que comer su almuerzo en quince minutos.,Tom has to eat his lunch in fifteen minutes.
"Tras hablar con Tom durante unos minutos, se hizo evidente que su francés no era muy bueno, así que Mary cambió al inglés.","After talking to Tom for a few minutes, it became obvious that his French wasn't very good, so Mary switched to English."
No puedes ayudar a Tom mañana porque tendrás que trabajar todo el día.,You can't help Tom tomorrow because you have to work all day.
Ella se calentó cerca del fuego.,She warmed herself by the fire.
Debo de haberme desmayado.,I must have passed out.
Ayer vi a un niño con zapatos rojos.,I saw a boy wearing red shoes yesterday.
Vos sabés que odio las reuniones.,You know I hate meetings.
Nos estamos muriendo todos.,We're all dying.
Tom rara vez va a la cama antes de medianoche.,Tom hardly ever goes to bed before midnight.
La policía vino en cuanto oyeron el disparo.,The police came as soon as they heard the gunfire.
¿Podrías alcanzarme esa revista?,Could you hand me that magazine?
Su vida está en peligro.,Her life is in danger.
¡Tienes que estar bromeando!,You've got to be kidding.
"Si él se hubiese quedado en casa ese día, no se habría encontrado con ese desastre.","If he had stayed at home that day, he would not have met with disaster."
El automóvil se detuvo.,The automobile stopped.
Ella está orgullosa de sus alumnos.,She is proud of her students.
Tengo que arreglar la lavadora.,I have to fix the washing machine.
Ella lo tomó de la mano.,She grabbed him by the hand.
Jackson se cayó de su caballo.,Jackson fell from his horse.
A partir de aquí nuestras opiniones difieren.,It's on this point that our opinions differ.
Tom tenía muchos amigos.,Tom had many friends.
Ella no habla inglés tan fluido como vos.,She doesn't speak English as fluently as you.
No me dejas elección.,You leave me no choice.
No sabemos por qué tuvo que irse.,We don't know why he had to leave.
Tom no sabe cómo va a ir María al colegio mañana.,Tom doesn't know how Mary will get to school tomorrow.
Debes atrapar vivo al animal.,You must catch the animal alive.
Lo encontré fácil cuando lo intenté.,I found it easy when I gave it a try.
"Por favor, cierra la ventana.",Please close the window.
A la larga sequía le siguió la hambruna.,The long drought was followed by famine.
Desearía que no fuese verdad.,I wish it wasn't true.
"«¿Qué quieres de comida?» «Me da igual, lo que tengas por ahí.»","""What would you like for lunch?"" ""It doesn't matter, whatever you've got."""
Le pedí a ella que esperara un momento.,I asked her to wait a minute.
Toda la plaza estaba cubierta de nieve.,The whole square was covered with snow.
Tom no tendrá ese problema.,Tom won't have that problem.
Tom no sabía a dónde pertenecía.,Tom didn't know where he belonged.
Estoy un poco loco.,I'm a little crazy.
Estaré allí más o menos a las 10:00.,You can count on me to be there by 10:00.
¿Podrías por favor venir aquí?,Could you please come over here?
Tienes que salir ahora mismo.,You've got to come out now.
Gracias por confiar en mí.,Thanks for trusting me.
Tom y Mary han decidido romper su relación.,Tom and Mary have decided to break up.
A Tom al final se le dio la razón.,Tom was proven right.
Él se casó con mi primo.,He married my cousin.
Él tenía razón la primera vez.,He was right the first time.
Me pregunto si puedo hacer eso.,I wonder if I can do that.
Te diré en cuanto lleguemos ahí.,I'll tell you when we get there.
El agua refleja la luz.,Water reflects light.
Es dudoso que Tom todavía siga con vida cuando sus hijos lleguen al hospital.,It's doubtful that Tom will still be alive when his children get to the hospital.
Nos proporcionó todo lo que necesitamos.,He provided us with everything we needed.
Tom aún está en el extranjero.,Tom is still abroad.
No puedo parar de estornudar.,I can't stop sneezing.
Los rascacielos son estructuras hermosas.,Skyscrapers are beautiful structures.
Yo busqué a alguien que la sustituyera.,I looked for someone to take her place.
Tom invitó a Mary a su fiesta.,Tom invited Mary to his party.
Te voy a pasar mi cuaderno.,I'll lend you my notebook.
Lamento haberte impuesto tanto.,I am sorry I have imposed so much on you.
Estas cosas sólo me pasan a mí.,These things only happen to me.
Ellos quieren a Tom de vuelta.,They want Tom back.
Era una noche oscura y sin luna.,"It was a dark, moonless night."
Creo que esta es la mejor forma de hacerlo.,I think this is the best way to do it.
Esa es una oferta muy interesante.,That's a very interesting offer.
Tom le susurró algo a María y luego salió de la pieza.,Tom whispered something to Mary and then left the room.
Tom quiere aprender a hablar francés fluído.,Tom wants to learn to speak fluent French.
No me puedo permitir los honorarios.,I can't afford the fees.
Han decidido no venir.,They've decided not to come.
Creo que tu trabajo es muy bueno.,I think your work is very good.
Tom no sabe en dónde nació.,Tom doesn't know where he was born.
¿Qué compró ella en la tienda?,What did she buy at the shop?
Ella tiene siete hijos.,She has seven sons.
¿Estás pensando seriamente en casarte de nuevo a tu edad?,Are you seriously thinking about getting married again at your age?
¿No te sientes mejor ahora?,"Now, don't you feel better?"
¿Cuándo se fue tu hermana de Tokio a Londres?,When did your sister leave Tokyo for London?
Ya sabes cómo localizarme si me necesitas.,You know how to get in touch with me if you need me.
Quedarse en casa no es divertido.,Staying home isn't fun.
Tom se fugó con los millones de dólares de su empresa y está viviendo una vida de lujo en una isla del Mediterráneo.,Tom absconded with millions of dollars from his company and is living a life of luxury on an island in the Mediterranean.
No hace falta ocultar nada de mí.,You don't have to hide anything from me.
Hace más frío que antes.,It's colder than it was before.
Eres demasiado joven para enamorarte.,You're too young to be in love.
Este libro cuesta cuatro dólares.,This book costs 4 dollars.
Es el consejero de mayor confianza del rey.,He's the king's most trusted advisor.
"No importa lo que hagas, no te rías.","No matter what you do, don't laugh."
Cuéntame acerca de tu esposa.,Tell me about your wife.
Ella es más baja que yo.,She's smaller than me.
En realidad Tom Jackson no es el gerente.,Tom Jackson is actually not the manager.
Yo pienso que deberías tener cuidado.,I think you should be careful.
Puedes quedártelo si quieres.,You can keep it if you want to.
Imagino que debería presentarme.,I suppose I should introduce myself.
Las fresas ya están de temporada.,Strawberries are in season now.
Estoy feliz de estar contigo.,I am glad to be with you.
Tom se acuerda del día en que conoció a María.,Tom can remember the day he first met Mary.
No lleves demasiado equipaje cuando viajes.,Don't carry too much baggage when you travel.
Deberías cuidarte más.,You should take better care of yourself.
Tom dice que no puede esperar más.,Tom says he can't wait any longer.
Para ella es fácil aprender idiomas.,Learning languages comes easy to her.
Creo que eso es lo que Tom hizo.,I think that's what Tom did.
El hielo aguó el zumo.,The ice watered down the juice.
No hay probabilidad de éxito.,There is no hope of success.
Ella sonrió melancólicamente.,She smiled sadly.
No soy canadiense.,I'm not a Canadian.
Vamos a tomar unos vasos de cerveza.,Let's drink a few glasses of beer.
"No importa lo rico que uno pueda ser, uno no puede vivir feliz sin salud.","No matter how rich one may be, one cannot live happily without health."
Tom se preguntaba cuándo llegaría María.,Tom wondered when Mary would arrive.
Solo quiero ser feliz.,I just want to be happy.
"El francés es demasiado difícil, así que no creo que quiera aprenderlo.","French is too hard, so I don't think I want to learn it."
¿Así es como me ves?,Is that how you see me?
He dado el primer paso.,I've taken the first step.
Miles de personas visitaron la ciudad.,Thousands of people visited the city.
Buenos días. Es hora de levantarse.,Good morning. It's time to get up.
Te he perdonado.,I've forgiven you.
Me gustaría hacerle algunas preguntas.,I'd like to ask you some questions now.
La economía de esa isla depende de la pesca.,The economy of that island depends on fishing.
Voy a echar de menos su comida.,I'm going to miss your cooking.
Tom y Mary ya estaban cenando cuando llegué a casa.,Tom and Mary were already eating dinner when I got home.
Quiero una computadora.,I want a computer.
Oí que tuviste una cita con Tom. ¿Cómo te fue?,I heard that you had a date with Tom. How was it?
El accidente se pudo evitar por completo.,The accident was entirely avoidable.
¿Quieres otra manzana?,Would you like another apple?
Tom no puede salir porque tiene mucha tarea.,Tom can't go out because he has a lot of homework.
Dime lo que quieres por Navidades.,Tell me what you want for Christmas.
Los periodistas andaban a caza de noticias.,The reporters were hunting for news.
"No se puede comprar en ningún otro lugar, solo allí.",You can't buy it anywhere but there.
Tom no estaba seguro de cuándo iba a llegar Mary.,Tom didn't know for certain when Mary was going to arrive.
Ayer jugamos al béisbol.,We played baseball yesterday.
Las pizarras no son siempre negras.,Blackboards are not always black.
Todavía estamos comiendo.,We're still eating.
La aerolínea ofreció alojamiento gratuito a los pasajeros atrapados como un gesto de buena voluntad.,The airline provided free accommodation to stranded passengers as a goodwill gesture.
Un conejo tiene las orejas largas y la cola corta.,A rabbit has long ears and a short tail.
Esta será una gran oportunidad.,This will be a great opportunity.
Tom no parecía comprender el propósito del proyecto.,Tom didn't seem to understand the project's purpose.
Esta cerveza es para ti.,This beer is for you.
No le hablemos a ella.,Let's not talk to her.
A veces él actuaba como si fuera mi jefe.,Sometimes he acted as if he were my boss.
Me baño una vez al día.,I take a bath once a day.
Dimos una vuelta por todo el lago.,We've walked all around the lake.
Tengo una sobrina llamada Mary.,I have a niece named Mary.
Recita el alfabeto al revés.,Say the alphabet backwards.
Pareces tener recursos.,You seem resourceful.
Usted debe ser menos impaciente.,You must be less impatient.
Siempre encuentra fallos en la gente.,He is always finding fault with other people.
¿Acaso él fue allá?,Did he go there?
Soy el malo.,I'm the bad one.
Puedes usar un diccionario en este examen.,You can use a dictionary for this exam.
Tom fue un traidor.,Tom was a traitor.
Le voy a dar otra oportunidad.,I will give him another chance.
¡Me parece bien!,It sounds great!
Votemos otra vez.,Let's take another vote.
No hay que hacer comentarios.,One should not make comments.
Nos marchamos de Australia el mes que viene.,We're leaving Australia next month.
No me espere.,Don't wait up for me.
¿Cuántos hermanos tienes?,How many brothers do you have?
Ahora es mi turno.,Now it's my turn.
Ella vino a Japón cuando era una niña.,She came to Japan as a child.
Tom sorprendió a Mary robando su dinero de la caja registradora.,Tom caught Mary stealing his money from the cash register.
Voy a dormir un poco.,I'm going to get some sleep.
Tienes que cerrar la boca.,You need to shut up.
Pensé que teníamos un trato.,I thought we had an agreement.
Tom quedó atrapado en un embotellamiento.,Tom got caught in a traffic jam.
¿Me puedes decir la hora?,What time is it?
Tom fue popular.,Tom was popular.
A ella le encanta el color de su polera.,She loves the color of her T-shirt.
Esperaba que me dijeras qué querías que yo haga.,I was hoping you'd tell me what you wanted me to do.
Me aparté a un lado para dejarles pasar.,I stood aside to let them pass.
Oigo los tambores.,I hear the drum.
No puedo ir con Tom.,I can't come with Tom.
¿Cuánto le pagamos a Tom la última vez?,How much did we pay Tom the last time?
Ella teme a los perros.,She's scared of dogs.
El parque se encuentra en el centro de la ciudad.,The park is in the center of the city.
Asumo que tu misión fue un éxito.,I assume your mission was a success.
¿Cuándo será el concierto?,When will the concert be held?
Se lastimó su codo cuando se cayó.,She hurt her elbow when she fell down.
La mayoría de los jóvenes tienen celulares.,Most young people have mobile phones.
Esto es muy malo.,This is very bad.
No los dejen escapar.,Don't let them get away.
Le preguntó si se sabía mi número de teléfono.,She asked him if he knew my telephone number.
No quiero manejar.,I don't want to drive.
El juez me interrogó.,The judge questioned me.
No podía entender su acento.,I couldn't understand her accent.
"Por favor, deletree su nombre.","Spell your name, please."
Él puso su casa en venta.,He put up his house for sale.
Dijeron que no tenían miedo de los contrabandistas.,They said they were not afraid of smugglers.
Acabo de hacer un amigo.,I just made a friend.
Tomémonos un descanso y bebamos un poco de té.,Let's take a break and drink some tea.
La estrella más cercana a nuestro sistema solar es Próxima Centauri.,The nearest star to our solar system is Proxima Centauri.
Este camino une a las dos ciudades.,This road connects the two cities.
Él estaba almorzando cuando entré a la habitación.,He was having lunch when I entered the room.
¿Dónde está la tienda más cercana?,Where's the nearest store?
Tom está parado en la esquina de la habitación.,Tom is standing in the corner of the room.
Ya viene la policía.,The police are coming.
Espero que Tom me deje hacer lo que quiero.,I hope Tom lets me do what I want.
Mi abuelo materno fue un asesino.,My maternal grandfather was a murderer.
Sabía que resultaría duro.,I knew it would be hard.
Tengo un gato y un perro. El gato es negro y el perro es blanco.,I have a cat and a dog. The cat is black and the dog is white.
¿Puedes creerlo? Él es aún más flojo que yo.,Can you believe it? He's even lazier than me.
Esa niña se ha hecho una mujer.,That girl has become a woman.
"Vosotros chicos, no pensaréis que ellos le darían una paliza a Tom, ¿de verdad?","You guys don't think they'd beat Tom up, do you?"
¿Te gusta la comida japonesa?,Do you like Japanese food?
Tom terminó de limpiar la cocina y después empezó a limpiar la sala de estar.,Tom finished cleaning the kitchen and then started cleaning the living room.
¿Cuál es tu objetivo?,Which is your target?
Tom es extraordinario.,Tom is outstanding.
Tom se dio cuenta de que Mary no estaba escuchando.,Tom realized Mary wasn't listening.
Tal vez sea éste el motivo por el que Tom no esté hoy aquí.,Maybe that's the reason why Tom isn't here today.
Estoy seguro que a usted le gustará Tom.,I'm sure you'll like Tom.
Solo mi madre me comprende de verdad.,Only my mother really understands me.
Prefiero carne en vez de pescado.,I'd prefer meat to fish.
No toques lo que no es tuyo.,Don't touch what isn't yours.
¿Miraste el debate presidencial?,Did you watch the presidential debate?
No se puede confiar en él.,He can't be trusted.
Por favor visitame mañana.,Please visit me tomorrow.
Nuestra tienda no está abierta.,Our store isn't open.
"Él dijo que me escribiría, pero no lo ha hecho.","He said he would write to me, but he hasn't."
No me puedo quedar.,I can't stay.
Yo prefiero trabajar por mi cuenta.,I prefer to work on my own.
Los bancos no abren los sábados.,The banks aren't open on Saturdays.
"Como estaba un poco resfriado, me fui a la cama pronto.","Having a slight cold, I went to bed early."
Tom creyó que la atracción era mutua.,Tom thought that the attraction was mutual.
¿Me puedes ayudar a cuidar a los niños?,Can you help look after the kids?
Él leyó el poema en voz alta.,He read the poem with a loud voice.
Me gusta la manera en que sonríes.,I like your way of smiling.
A Tom no le gusta fiarse de otros.,Tom doesn't like to rely on others.
Es demasiado pronto para decir si Tom será capaz de caminar otra vez.,It's too early to tell if Tom will be able to walk again.
Tom tiene una oficina en Boston.,Tom has an office in Boston.
América es muy grande.,America is very large.
Este es el lugar de trabajo de mi padre.,This is where my father works.
Tom puso una sonrisa traviesa a María.,Tom gave Mary a mischievous smile.
¿Has vivido alguna vez en una gran ciudad?,Have you ever lived in a big city?
Tom tenía que darse prisa.,Tom had to hurry.
Estoy seguro de que es un hombre honesto.,I am sure that he is an honest man.
Tom quiere abrir su propio restaurante.,Tom wants to open his own restaurant.
Ahora no quiero dar un paseo.,I don't want to take a walk now.
Ganó el premio la semana pasada.,He won the prize last week.
Prefiero trabajar solo.,I prefer working alone.
Estás oyendo cosas.,You are hearing things.
Cometí algunos errores en el examen.,I made several mistakes in the exam.
¿Me puedes recomendar algún buen medicamento contra la alergia sin receta?,Can you recommend a good over-the-counter allergy medicine?
¿Qué los motiva?,What motivates you?
Hay alguien que quiero que conozcas.,There's somebody I want you to meet.
¿Ellos vivían aquí?,Did they live here?
¿Puedes ver a Tom?,Can you see Tom?
Quiero que ustedes se queden conmigo.,I want you to stay with me.
¿Qué es exactamente lo que querés que hagamos?,What exactly is it you want us to do?
Tom tiene una licenciatura en biología.,Tom has a degree in biology.
Aquí viene el camarero.,Here comes the waiter.
"Cuando volví a casa, todo estaba fuera de lugar.",Everything was out of place when I came back home.
Él paró de leer el periódico.,He stopped reading the newspaper.
"Elige lo correcto, no lo fácil.","Choose what is right, not what is easy."
Voy a la escuela.,I go to school.
Prométeme que no harás nada estúpido.,Promise me you won't do anything stupid.
Tom cantó mejor que Mary.,Tom sang better than Mary.
Algunos profesores no entienden este problema.,Some professors don't understand this problem.
Trabajan para mí.,They work for me.
Esto no se me da bien.,I'm not good at this.
No nades en el río.,Don't swim in the river.
Tom fue directo a la cama.,Tom went straight to bed.
¿No le agrada ninguno de estos?,Don't you like any of these?
Tom y Mary no se llevan bien.,Tom and Mary don't get along with each other.
Tom no pudo encontrar a nadie con quien jugar tenis.,Tom couldn't find anyone to play tennis with.
Tom no se quería meter en problemas.,Tom didn't want to get in trouble.
Ella fingió tener problemas auditivos.,She pretended to be hard of hearing.
El perro es mío.,The dog is mine.
¿De quién eres hijo?,Whose son are you?
"No puedo ayudarte. De hecho, estoy muy ocupado en este momento.","I can't help you. As a matter of fact, I'm very busy just now."
¿Vas al colegio en autobús?,Do you go to school by bus?
Murió cuando tenía 54 años.,She died when she was 54 years old.
Me temo que no puedo hacer eso.,I'm afraid I can't do that.
Ojalá tuviera la capacidad para hacer eso.,I wish I had the ability to do that.
Tengo la obligación de velar por los intereses de Tom.,I have an obligation to look out for Tom's interests.
"En verano, los huevos se ponen malos enseguida.","In the summer, eggs go bad quickly."
Tom probó el estofado.,Tom tasted the stew.
Tom ya no está viviendo en Boston.,Tom doesn't live in Boston anymore.
Estoy pensando en el plan.,I'm thinking of the plan.
"Apenas tiene dinero, pero se las arregla.","He has hardly any money, but he gets by."
Ella lo intentará.,She will try it.
Podría ser importante.,It could be important.
Fui poseído por la avaricia.,I was overtaken by greed.
Caminamos por el parque.,We walked in the park.
Voy a trabajar.,I go to work.
Tom tuvo un día arduo.,Tom had a rough day.
No sabía que tenías alergias.,I didn't know you had allergies.
El guerrero conoce sus puntos fuertes y débiles.,The warrior is conscious of both his strength and his weakness.
¿Cuánta gente trabaja aquí?,How many people work here?
Estoy tan contento de verte.,I'm so glad to see you.
Le aconsejo que deje el trago.,I advise you to give up drinking.
¿A qué hora sueles almorzar?,What time do you usually eat lunch?
No tenemos nada en común.,We have nothing in common.
Hay alguien en la cocina con Tomás.,Someone is in the kitchen with Tom.
Hoy se rieron de mí en el cole.,I was laughed at at school today.
La mujer sentada en el sofá es mi abuela.,The woman who's sitting on the sofa is my grandmother.
¿Oíste de la pelea de Tom con Mary?,Did you hear about Tom's fight with Mary?
Es una buena idea leer este libro.,It is a good idea to read this book.
¿Quién los llamó?,Who called them?
Di un discurso ayer en la boda.,I gave a speech at the wedding yesterday.
Ella es una exitosa mujer de negocios.,She's a successful businesswoman.
Baja el martillo.,Put down the hammer.
¡Ayuda! ¡Me estoy ahogando!,Help! I'm drowning!
"Eres la única persona que conozco, además de mí, a la que le gusta hacer eso.",You're the only person I know besides myself who likes to do that.
¿Conoce su estatus en la empresa?,Do you know his status in the company?
Nunca hago nada de ejercicio.,I never do any exercise.
Tom no es mi hijo.,Tom isn't my son.
Me gustaría escuchar música pop.,I'd like to listen to pop music.
Encontré una piedra con forma de corazón.,I found a stone shaped like a heart.
Tengo que salir de aquí.,I've got to get out of here.
Quiero volver a verlo.,I want to see it again.
El padre de Tom se llama John.,Tom's father's name is John.
Tom se pasó toda la noche buscando en la Web fotos de gente famosa.,Tom spent the whole evening searching the Web for photos of famous people.
Éramos los únicos invitados.,We were the only guests.
Han cortado el agua.,The water has been cut off.
Él no puede escribir en inglés sin cometer errores.,He cannot write English without making mistakes.
Vi a Tom tocando el banjo junto al río.,I saw Tom playing banjo by the river.
Sé lo que es ese olor.,I know what that smell is.
¿Cuál es el motivo de su visita?,What's the purpose of your visit?
Estaba pensando en lo mismo.,I was thinking of the same thing.
No te merecías eso.,You didn't deserve that.
Mi mejor amigo baila realmente bien.,My best friend dances really well.
Tú pareces tener algo más en tu mente.,You seem to have something else on your mind.
