source,target
Yo no he visto en mi vida un submarino amarillo.,I've never seen a yellow submarine in my life.
¿Sabías que compró un condominio?,Did you know he bought a condominium?
Mi padre va a la iglesia los domingos.,My father goes to church on Sunday.
Mary está dándole pecho a su bebé.,Mary is breast-feeding her baby.
Eres un tío gracioso.,You're a funny man.
Tom tiene una cita con María esta tarde.,Tom has a date with Mary this afternoon.
La habitación empezó a girar después de haber bebido unos tragos.,The room started to spin after I drank too much.
El peligro aparentemente ha terminado.,The danger is apparently over.
Él es dos años mayor que María.,He's two years older than Mary is.
El doctor siguió observando el comportamiento del paciente.,The doctor continued to observe the patient's behavior.
No tiene para qué cantar.,You don't have to sing.
Quiero ser periodista.,I want to be a journalist.
El nuevo modelo estará en el mercado en noviembre.,The new model will be on the market in November.
Tom quiere conocerte.,Tom wants to meet you.
Tom también podrá hacer eso.,"Tom will be able to do that, too."
¿Qué están haciendo ustedes en mi habitación?,What are you all doing in my room?
Eres la única persona que conozco que posee un arma.,You're the only person I know that owns a gun.
Tom conoce a todo aquél que es alguien.,Tom knows everyone who's anyone.
Esta noche no voy a beber.,I'm not drinking tonight.
Ellos lo oyeron por la radio.,They heard it on the radio.
El anciano vaticinó nuestro éxito.,The old man predicted our success.
Tom tiene algo importante que decir.,Tom has something important to say.
¿Están ustedes dos ocupados en este momento?,Are you two busy right now?
Tom le sacó punta a un lápiz.,Tom sharpened a pencil.
Estoy seguro de que Tom me lo habría dicho si él lo hubiera sabido.,I'm sure Tom would've told me if he'd known about it.
Juego al tenis todos los días.,I play tennis every day.
¿Podría indicarme el camino a la estación?,Could you show me the way to the station?
Ya no puedo ayudaros.,I can't help you anymore.
No puedo aguantar su descortesía.,I can't stand his impoliteness.
¿Estas seguro que no quieres otra Soda?,Are you sure you don't want another soda?
Me dejé el diccionario en el piso de abajo.,I left my dictionary downstairs.
Al menos las sábanas están limpias.,At least the sheets are clean.
Llamen a sus perros.,Call off your dogs.
Sé con lo que estoy lidiando.,I know what I'm dealing with.
¿Es él un estudiante trabajador?,Is he a hardworking student?
¿Me podría enmarcar esta foto?,Can you frame this picture for me?
Tu filosofía de vida es diferente a la mía.,Your philosophy of life is different than mine.
Eres el único que puede ayudarme.,You're the only one who can help me.
Es difícil sorprender a Tom.,It's hard to surprise Tom.
Es muy importante que nuestros empleados sean capaces de hablar francés.,It's very important for our employees to be able to speak French.
Parece que Tom pudo conseguir lo que quería.,It looks like Tom was able to get what he wanted.
Salgo para el colegio a las ocho todas las mañanas.,I leave for school at eight every morning.
Tiene un anillo de valor incalculable.,She has a ring whose value is beyond belief.
No estamos hablando de la misma cosa.,We're not talking about the same thing.
No quiero ir a ningún lado esta noche.,I don't want to go anywhere tonight.
Alguien está llamando a la puerta.,Someone is knocking on the door.
Siento de veras haber vuelto tan tarde a casa.,I'm very sorry I came home so late.
A Tom le gustan los gatos.,Tom likes cats.
Tomamos un taxi para no llegar tarde.,We took a taxi so we wouldn't be late.
Tom no es el tipo promedio. A él no le gustan las cosas que a la mayoría les gusta y no le gusta hacer lo que los demás hombres disfrutan haciendo.,Tom isn't your average guy. He doesn't like things most guys like and he doesn't like to do things most men enjoy doing.
Tom se comió el plátano sin lavarse las manos.,Tom ate the banana without washing his hands.
Deberías limpiar el maletero de tu coche.,You should clean out the trunk of your car.
Espero que el partido de béisbol de hoy no se cancele.,I hope today's ball game won't be canceled.
¿Has visto la silla de ruedas del abuelo?,Did you see grandpa's wheelchair?
"Por favor, devuelve el libro cuando hayas terminado de leerlo.",Please return the book when you've finished reading it.
Debe de haberle sido duro.,It must've been tough for you.
Es el final del año.,It's the end of the year.
Todavía no reformé la casa.,I haven't renovated the house yet.
Padecimos una sequía muy prolongada.,We suffered a very prolonged drought.
Estarás a salvo mientras te quedes aquí.,You are safe so long as you stay here.
¡Por favor cerrad la ventana!,Please close the window.
Me levanto a las seis y media.,I get up at 6:30.
Tom es el responsable de lo que ha ocurrido hoy.,Tom is the one responsible for what happened today.
No te preocupes. Está bien.,Don't worry. It's OK.
Me gusta llevar a mis hijos a la playa.,I like to take my children to the beach.
Tú tienes mi computador y lo quiero de vuelta.,You've got my computer and I want it back.
La tienda está justo frente a la estación.,The shop is just in front of the station.
Tom y Mary entregaron exactamente las mismas respuestas en la prueba que hacía sospechar al maestro.,"Tom and Mary gave exactly the same answers on the test, which made the teacher suspicious."
¿Sois los tres canadienses?,Aren't you three Canadians?
Vendemos carne fresca.,We sell fresh meat.
Estoy muy ansioso por saber lo que me van a regalar mis padres para mi cumpleaños.,I'm really anxious to know what my parents are going to give me for my birthday.
¿Cómo llegó Tom aquí?,How did Tom get here?
Lo que menos me gusta son las zanahorias.,I like carrots least of all.
"Asumí que tendrían hambre, así que traje unos sándwiches.",I assumed that you might be hungry so I brought some sandwiches.
¿Vuestro coche es azul?,Is your car blue?
Tom puede hacer tanto como Mary.,Tom can do as much as Mary.
Yo no puedo tolerar un insulto así.,I can't put up with an insult like this.
Tu negativa a ayudar complicó las cosas.,Your refusal to help complicated matters.
El plan no va a funcionar.,The plan won't work.
Que bailéis cuanto queráis.,Dance as much as you want.
No quiero pensar en lo que podría haber pasado.,I don't want to think about what could've happened.
Lo primero que hicimos fue mirar a los pandas.,The first thing we did was look at the pandas.
Si voy a la fiesta llevaré algunas botellas de vino.,"If I go to the party, I'll take some bottles of wine."
Jackson no recibió una respuesta a su carta.,Jackson received no answer to his letter.
Tú eres la chica más linda que jamás haya visto.,You're the most beautiful girl I've ever seen.
Quiero encontrar algo como aquello.,I wanna find something like that.
No apuntes a nadie con tu arma.,Don't point your gun at anyone.
Lo sabremos en solo un minuto.,We'll find out in just a minute.
¿De dónde has sacado esos zapatos tan raros?,Where did you get those strange-looking shoes?
Tom no lucía feliz de verme.,Tom didn't look happy to see me.
¿Todavía tenéis mi llave?,Do you still have my key?
Tom era demasiado bien educado como para decir no.,Tom was too polite to say no.
Tom tiene un moratón en la pierna derecha.,Tom has a bruise on his right leg.
Puede correr tan rápido como tú.,He can run as fast as you.
Una familia no debería gastar todo su dinero en mantener vivo a alguien con una máquina.,A family should not spend all of its money to keep someone alive on a machine.
Vamos al zoo.,Let's go to the zoo.
Cuento con tu ayuda.,I expect your help.
Ella fue con él.,She went with him.
El chico grabó su nombre en el árbol.,The boy carved his name in the tree.
La policía está investigando la situación.,The police are investigating the situation.
¿A quién le está hablando?,Who is he talking to?
Ellos lo llevaron a una casa cercana.,They carried him to a nearby house.
¿En Japón las enfermeras tienen una posición social alta?,"In Japan, are nurses high on the social scale?"
"Cuando terminéis de leer ese libro, devolvedlo, por favor.","When you've finished reading that book, please return it."
Estará aquí esta noche.,She will be here tonight.
Es difícil aprender un idioma extranjero.,It's difficult to learn a foreign language.
No me imagino lo que está pensando.,I can't imagine what he is thinking.
Hoy recibí malas noticias de casa.,I got bad news from home today.
¿Tienes un hobby?,Do you have a hobby?
Mary crió a cinco hijos.,Mary raised five children.
Perdóname por haber roto mi promesa.,Forgive me for breaking my promise.
Ven aquí a más tardar a las diez.,Come here by ten at the latest.
Recuerdo haber cerrado la puerta con llave.,I remember locking the door.
La idea era tan avanzada que no podía entenderla.,The idea was so advanced that I couldn't understand it.
Tendré que probar otra cosa.,I'll have to try something else.
Tom amenazó con matar a Mary.,Tom threatened to kill Mary.
Esto es cierto.,This is true.
¿Con quién queréis bailar primero?,Who do you want to dance with first?
Estoy aquí de negocios.,I am here on business.
Aquí había un gran parque.,There used to be a large park here.
Tom le aconsejó a Mary que no fuese allá sola.,Tom advised Mary not to go there by herself.
"Oh, por cierto, tengo algo para ti.","Oh, by the way, I have something for you."
Mi comida favorita es el helado.,My favorite food is ice cream.
Su historia debe de ser verdad.,His story must be true.
"Sea como sea, tomaré la oportunidad.","Anyway, I'll take a chance."
Mary se quiere casar con un millonario.,Mary wants to marry a millionaire.
Llaman a la puerta.,Someone is knocking on the door.
Voy a estudiar alemán.,I will study German.
Tengo un dolor horrible.,I have a terrible pain.
Hoy es mi decimotercer cumpleaños.,Today is my thirteenth birthday.
¿Estás interesado en la música?,Are you interested in music?
Quizá llueva esta tarde.,It might rain this afternoon.
Tom y Mary jugaron a la ruleta rusa.,Tom and Mary played a game of Russian roulette.
Tom y Mary están jugando a los dardos.,Tom and Mary are playing darts.
Para eso son los amigos.,That's what friends are for.
Muchos soldados murieron en la Segunda Guerra Mundial.,Many soldiers were killed in World War II.
La traté como a mi propia hija.,I treated her as my own daughter.
¿Está lloviendo ahora?,Is it raining right now?
Ten un poco de respeto por las opiniones de otras personas.,Have some respect for other people's opinions.
¿Vas a comer eso?,Are you going to eat that?
Tengo el dinero del que hablas.,I have the money that you're talking about.
¿Te importa lo que otra gente piense de ti?,Do you care what other people think about you?
Mary es la mujer de mi hermano.,Mary is my brother's wife.
Tratad de no preocuparos.,Try not to worry.
Hay un Picasso en la pared.,There is a Picasso on the wall.
Yo vi a Tom disparar a Mary.,I saw Tom shoot Mary.
Cruzá la calle con cuidado.,Take care when you cross the street.
Ojalá me hubiera casado con otro hombre.,I wish I'd married another man.
¿Creen que Tom ha subido de peso?,Do you think Tom has put on weight?
"Dos para el bufé del almuerzo, por favor.","Two for the lunch buffet, please."
Los terremotos y las inundaciones son desastres naturales.,Earthquakes and floods are natural disasters.
¿Cómo puedo resolver aquel problema?,How can I solve this problem?
Creo que es muy improbable que Tom aparezca hoy.,I think it's highly unlikely that Tom will show up today.
Él vino ayer desde Tokio.,He came from Tokyo yesterday.
Ellos hacen un gran equipo.,They make a great team.
¿Te sabes el número de Tom?,Do you know Tom's phone number?
Tom fue un minero del carbón.,Tom was a coal miner.
Cuéntame. Soy todo oídos.,Tell me about it. I'm all ears.
¿Él es Tom?,Is he Tom?
¿Sabe Tom de eso?,Does Tom know about it?
La vida tiene muchos secretos.,Life is full of secrets.
Hicimos la misma pregunta a todo el mundo.,We asked everybody the same question.
Tom fue condenado por conducir en estado de ebriedad dos veces en los últimos cuatro años.,Tom has been convicted of drunken driving twice in the last four years.
Creo que deberías pedirle perdón.,I think that you ought to apologize to her.
La vida es injusta.,Life isn't fair.
Ni siquiera sabes mi nombre.,You don't even know my name.
Nos alegraría mucho que pudiera venir con nosotros.,We'd be happy if you could come with us.
Tom se compró una cerveza para él.,Tom bought a beer for himself.
¿Puedes esperar un momento?,Can you wait a bit?
Él agarró la cuerda y se salvó.,He caught hold of a rope and saved himself.
Tomás duerme desnudo en verano.,Tom sleeps in the nude in the summer.
Tom estará trabajando el lunes.,Tom will be at work on Monday.
Sabía que preguntarías eso.,I knew you were going to ask that.
Ella tiene cientos de libros.,She has hundreds of books.
¿Por qué me hablas siempre en inglés? ¿Es porque soy extranjero?,Why do you always speak to me in English? Is it because I'm a foreigner?
¡No digas nada por una vez!,"For once, don't say anything."
¿Cuáles son las principales importaciones de Australia?,What are Australia's major imports?
Esta noche vamos a comer en un restaurante nuevo.,We're going to eat at a new restaurant tonight.
Sus ojos estaban llenos de tristeza.,Her eyes were full of sadness.
Son las dos de la mañana.,It is two o'clock in the morning.
¿Probaste a reiniciar el ordenador?,Did you try restarting the computer?
Deberías asegurarte de que llegarás allí a tiempo. Tom no aguardará más de diez minutos si llegas tarde.,You should make sure that you get there on time. Tom won't wait more than ten minutes if you are late.
El abogado apeló al sentido de la justicia del jurado.,The lawyer appealed to the jury's sense of justice.
Tom cerró los ojos y se durmió.,Tom closed his eyes and fell asleep.
Es necesario observar las reglas.,One must follow the rules.
Ella ha estado viendo televisión por tres horas.,She has been watching television for three hours.
Su nombre es conocido por todos.,Her name is known to everyone.
Sos mi favorito.,You're my favorite.
Él tenía un paquete debajo del brazo.,He held a package under his arm.
Viajó por todo el mundo.,He traveled all over the world.
Tom fue a la biblioteca.,Tom went to the library.
Es fácil ser valiente a una distancia segura.,It is easy to be brave from a safe distance.
Ese chico es ideal para ti.,That boy is perfect for you.
¿Tus hijos hablan francés?,Do your children speak French?
Los libros son nuestros.,The books are ours.
Aquella es una muñeca.,That's a doll.
Las dos mujeres se conocen la una a la otra.,The two women know each other.
Tomás le rogó a María para que no le contara a sus padres.,Tom begged Mary not to say anything to his parents.
Solo te digo lo que oí.,I'm just telling you what I heard.
"Tom compró un par de zapatos baratos, pero no le duraron mucho tiempo.","Tom bought a pair of cheap shoes, but they didn't last very long."
Ya sé cómo va el tema.,I know how that goes.
Tom no tenía ganas de sentarse por dos horas en un cine.,Tom didn't feel like sitting for two hours in a movie theater.
La competición es feroz.,The competition is fierce.
¿Venden cuadernos en esa tienda?,Do they sell notebooks at that store?
¿Sabes guardar un secreto?,Can you keep a secret?
"He empezado la escuela, y hasta ahora no me desagrada.",School has started and I like it so far.
¿Estás esperando a alguien?,Are you waiting for someone?
La niña rompió en llanto.,The girl broke into tears.
"El perro siguió a su amo, moviendo la cola.","The dog followed its master, wagging its tail."
¿Estás segura de que no quieres vivir en casa de tus padres?,Are you sure you don't want to live at home with your parents?
"Solía ir a la escuela en bicicleta, pero ahora va en autobús.","He used to go to school by bicycle, but now he goes by bus."
No puedo correr porque estoy muy cansado.,I can't run because I'm very tired.
Tom fue culpado por el crimen.,Tom was framed for murder.
El vidrio se rompió.,The glass got broken.
¿Cómo se siente hoy?,How are you feeling today?
No sería lo correcto.,It wouldn't be fair.
Traduce esta frase al inglés.,Translate this sentence into English.
Esa universidad era mi primera alternativa.,That university was my first choice.
Aquí es donde empieza la diversión.,Here's where the fun begins.
¿Realmente quieres que done todas tus cosas?,Do you really want me to give away all your stuff?
"Ella es bastante bonita, pero se ve poco saludable.","She is quite pretty, but looks unhealthy."
No quiero que todos piensen que soy idiota.,I don't want everyone to think I'm stupid.
Vive aquí desde que tenía 5 años.,He has lived here since he was five years old.
"¿Cuál es tu libro, este o ese?","Which is your book, this one or that one?"
Tom le preguntó a Mary si acaso le enseñaría francés a su hijo.,Tom asked Mary if she would teach his son French.
Las entradas salen a la venta el lunes.,Tickets go on sale Monday.
¿Podemos pasar al siguiente asunto?,Can we move on to the next item?
Nadie la ayudó.,Nobody helped her.
Vive lejos de allí.,She lives far from there.
Tom está mucho mejor hoy.,Tom is a lot better today.
¿Devolviste el libro a la biblioteca?,Did you take the book back to the library?
Tenemos que trabajar juntos como un equipo.,We need to work together as a team.
El bote se hundió hasta el fondo.,The boat sank to the bottom.
Los lobos no suelen atacar a la gente.,Wolves won't usually attack people.
Me la encontré de camino a casa.,I met her on my way home.
Pronto será capaz de nadar bien.,He will soon be able to swim well.
Un par de vuelos fueron retrasados en vista de un accidente menor.,A couple of flights were delayed on account of a minor accident.
Tom no quería atraer la atención.,Tom didn't want to attract attention.
¿No tienes un poco de frío?,Aren't you a little cold?
Tenemos que tratar con el mismo problema año tras año.,We have to deal with the same old problem year after year.
No puedo dejarte entrar ahí.,I can't let you in there.
No hay nada erróneo.,There's nothing wrong.
Debo decirte algo.,I must tell you something.
Creo que es hora de que me pire de aquí.,I think it's time for me to shove off.
Espere y mire.,Wait and see.
Creo que ese libro está en la biblioteca.,I believe that book is in the library.
Ganamos el concurso.,We won the contest.
Tom no parecía interesado en lo que decía Mary.,Tom didn't seem interested in what Mary was saying.
Él me lo explicó.,He explained it to me.
Lo conozco de vista.,I know him by sight.
"Mientras limpiada mi habitación ayer en la tarde, encontré una vieja fotografía de mi madre.","While cleaning my room yesterday evening, I happened to find an old photograph of my mother."
Se necesitan jóvenes como tú para este trabajo.,Young men such as you are needed for this work.
Un viaje en barco tarda más que en coche.,A trip by boat takes longer than by car.
¿Adónde dormiste anoche?,Where did you sleep last night?
Vayamos a conseguirte una bebida.,Let's get you fixed up with a drink.
"Este libro es mío, no de usted.","This is my book, not yours."
Ninguno de los familiares de Tom vinieron a su funeral.,None of Tom's relatives came to his funeral.
Tom ha estado observando a Mary como un halcón toda la mañana.,Tom has been watching Mary like a hawk all morning.
Vamos a ir al cine.,We're going to the movies.
Ella está pelando las papas.,She is peeling the potatoes.
Tom siempre se preguntó por qué Mary odiaba a John.,Tom always wondered why Mary hated John.
¿Qué puedo hacer para ayudarte?,What can I do to help you?
Eres lo que más quiero.,You're what I want most.
¿Cuándo fue la última vez que lloraste y por qué?,"When was the last time you cried, and why?"
Le estamos vigilando.,We're watching you.
Ella siempre dice cosas lindas sobre él.,She always says nice things about him.
"Cuéntamelo, soy todo oídos.",Tell me. I'm all ears.
No se puede confiar en los políticos.,You can't trust politicians.
Tu forma de hacerlo es diferente a la mía.,Your method is different from mine.
¿Estoy en problemas?,Am I in trouble?
Fui a Boston el año pasado.,I went to Boston last year.
Tenemos que sacar todas las canciones dentro de esta semana.,We have to learn all the songs before the end of the week.
Ya estoy preparada.,I'm already ready.
No pensaba que fuese para tanto.,I didn't think it was a big deal.
El once es un número primo.,Eleven is a prime number.
Tom no tenía ganas de esperar.,Tom didn't feel like waiting.
¿Dónde pago el gas?,Where do I pay for the gas?
¿Tienes familia o amigos con los que quedarte?,Do you have any family or friends that you could stay with?
"Por favor, comprá un dentífrico.",Please buy a tube of toothpaste.
¡Esa es una idea excelente!,That's an excellent idea.
¿Tienes algo de leche?,Do you have some milk?
Ojalá ella estuviera viva ahora.,I wish she were alive now.
¿Has visto al perro? Se alejó hace un par de minutos atrás.,Have you seen the dog? He wandered off a couple of minutes ago.
Deberías consultar el diccionario.,You should consult the dictionary.
"Tom tiene una foto enmarcada de sus padres en su boda, colgada en la pared del salón.",Tom has a framed photo of his parents on their wedding day hanging on his lounge room wall.
Sus esfuerzos fueron en vano.,His efforts were in vain.
Ya no puedo seguir viviendo así.,I can't live like this anymore.
Tom no podía pensar en ningún motivo para no entregarle el obsequio a Mary.,Tom couldn't think of any reason for not giving Mary the present.
Tom quería que le hiciera un favor.,Tom wanted me to do him a favor.
¿Ya tomaste una decisión?,Have you made your decision yet?
Tengo que volver a casa antes de la medianoche.,I've got to get back home by midnight.
¿Por qué tienes que hacerlo?,Why do you have to do it?
Tom me preguntó qué había comprado.,Tom asked me what I had bought.
¿Crees que podrías hacer un poco menos de ruido?,Do you think you could make a little less noise?
¿A qué hora desayunas?,What time do you have breakfast?
La amistad y la felicidad no pueden ir por separado.,Friendship and happiness can't be separated.
Copia este archivo.,Copy this file.
Pienso que es improbable que extraterrestres similares a los que vemos en las películas hayan visitado nuestro planeta alguna vez.,I think it's unlikely that aliens similar to what we see in the movies have ever visited our planet.
¿Puedo tomar prestado un bolígrafo? El mío está en las últimas.,Can I borrow a pen? Mine's on its last legs.
El muchacho talló su nombre en el árbol.,The boy carved his name on the tree.
¿Hay alguien en el cuarto?,Is there anyone in the room?
¿Podrías venir a mi habitación?,Could you come to my quarters?
No quiero hacer eso para Tom.,I don't want to do that for Tom.
La autopsia indicaba que ella había sido estrangulada.,The postmortem showed that she had been strangled.
La pregunta fue tan difícil que nadie pudo responderla.,So difficult was the question that no one could answer.
"Desde que nuestro padre está postrado en la cama, nos turnamos para cuidar de él.","Since our father is bedridden, we take turns looking after him."
"Si se lo pides, te ayudará.","If you ask him, he will help you."
Vi algunos coches en el aparcamiento.,I saw some cars in the parking lot.
¿Con quién quieres que vaya?,Who do you want me to go with?
No me puedo quedar más tiempo aquí.,I can't stay here any longer.
¿Cuántos estudiantes hay en tu colegio?,How many students are there in your school?
Ella se disculpó conmigo por haber pisado mi pie.,She apologized to me for stepping on my foot.
"Por favor, lústrate esos zapatos.",Please shine those shoes.
Parece un huevo.,It looks like an egg.
¿Te gusta ir a trabajar?,Do you like going to work?
Tom camina despacio.,Tom walks slowly.
El niño se estaba escondiendo detrás de un gran árbol.,The child was hiding behind a big tree.
Es inútil discutir con un tipo tan idiota.,It is no use arguing with such a foolish man.
Tom cree que lo que él dijo es verdad.,Tom believes that what he said is true.
Fue el momento en que fuiste al colegio.,It is about time you went to school.
Estamos haciendo planes para las vacaciones.,We're making plans for the holidays.
Él bebió cerveza.,He drank beer.
Toda la gente lleva paraguas.,Everyone is carrying an umbrella.
Las hojas del árbol se volvieron amarillas.,The leaves of the tree turned yellow.
¿Cuándo te vas a deshacer de todas estas cosas?,When are you going to get rid of all this stuff?
Su segundo hijo se casó y sentó la cabeza.,His second son married and settled down.
Tomás estaba vestido de negro.,Tom was dressed in black.
Hay una manzana sobre la mesa.,There is an apple on the table.
Soltadme el brazo.,Let go of my arm.
¿Podrías decirme nuevamente cuántas veces has estado aquí?,Could you please tell me again how many times you've been here?
Se me parecen.,They look alike to me.
No creo que pueda aprobar el examen.,I don't think I can pass the exam.
La cocinera sirvió a la familia durante muchos años.,The cook served the family for many years.
Me gustaría viajar solo.,I'd like to travel alone.
Es una manzana.,It's an apple.
Debe de ser verdad.,It must be true.
Él me pidió que hablara más despacio.,He asked me to speak more slowly.
No siempre puedes obtener lo que quieres.,You can't always get what you want.
Tom nació en dos mil trece.,Tom was born in 2013.
Mi abuelo no oye muy bien.,My grandfather can't hear very well.
Ella tiene diez hijos.,She has ten children.
¿Cómo tienes la vista?,How is your vision?
No ocurrirá de nuevo.,It won't happen again.
Estoy bastante ocupado.,I'm rather busy.
Mi padre y mi hermano trabajan en esta fábrica.,My father and my brother work in this factory.
Tom dijo que era pobre.,Tom said he was poor.
No puedo ver bien el escenario desde este asiento.,I can't see the stage well from this seat.
Tienes que aprender a decir que no.,You need to learn to say no.
Todavía me duele el brazo.,My arm still hurts.
Hay aproximadamente 80 diferentes clases de árboles de mangle.,There are about 80 different species of mangrove trees.
Que él haya sobrevivido fue memorable.,That he survived was remarkable.
¿Cuál es la contraseña?,What's the password?
Tom y María se sentaron juntos en el sofá.,Tom and Mary sat together on the couch.
Necesito comprar un poco de tierra.,I need to buy some land.
Ella está al borde de una crisis nerviosa.,She is on the verge of a nervous breakdown.
Acabas de romper mi taza favorita.,The cup you just broke was my favorite.
Ella fue al aeropuerto a despedirse de él.,She went to the airport to see him off.
Volvamos antes de que empiece a llover.,Let's go back before it begins to rain.
No deberías leer las cartas privadas de la gente sin su permiso.,You shouldn't read people's private letters without permission.
Él es lo que se dice un hombre que se ha hecho a sí mismo.,He is what is called a self-made man.
¿Quién cuidará de vuestro gato entonces?,Who'll take care of your cat then?
Tom tiene pelo castaño ondulado.,Tom has wavy brown hair.
El problema con él es que es flojo.,The trouble with him is that he is lazy.
Ella tiene que ir de compras en la tarde.,She has to go shopping in the afternoon.
Odiamos a Tom.,We hated Tom.
Aquel tipo es mi amigo.,That guy's a friend of mine.
No veo por qué no puede venir con nosotros Tom.,I don't see why Tom can't come with us.
Le dimos una paliza al hombre.,We beat the man up.
La vida del paciente estaba en peligro.,The patient's life was in danger.
¿Por qué tienen la moneda de cinco yenes y la de cincuenta un agujero en el centro?,Why do the five yen coin and the fifty yen coin have holes in the center?
"Dos cafés grandes, por favor.","Two large coffees, please."
Hice todo lo que me pedistes.,I've done everything you asked me to.
¿Queréis que os lo explique nuevamente?,Do you want me to explain it again?
"No te pongas cabezota, sabes que no llevas razón.",Don't be stubborn. You know you're wrong.
Nadie con dos dedos de frente caminaría por este bosque llegada la noche.,No one in their right mind would walk in those woods at night.
Tú puedes parar esto.,You can stop this.
No es seguro caminar solo de noche.,It isn't safe to walk alone at night.
Faltan tres minutos para la hora del espectáculo.,It's three minutes to showtime.
Tom tenía que ir a trabajar.,Tom had to go to work.
Él actuó como un lunático.,He behaved like a madman.
Mary tiene los ojos grandes.,Mary has big eyes.
¿Quién es la mujer del abrigo marrón?,Who's the woman in the brown coat?
He intentado hacer eso.,I've tried to do that.
Hay una moneda de oro.,There is a gold coin.
Tenemos un largo camino por delante.,We've got a very long journey ahead of us.
¿Cuándo empieza tu viaje?,When does your trip begin?
Él era un músico pobre.,He was a poor musician.
Tom quiere un pony.,Tom wants a pony.
No podía ir a ningún otro sitio.,I couldn't go anywhere else.
Tom no era muy ambicioso.,Tom wasn't very ambitious.
"La tuya es mejor que esa, ¿verdad?","Yours is better than that one, isn't it?"
Quiero un racimo de uvas.,I want a small bunch of grapes.
Estoy totalmente furioso.,I'm absolutely furious.
La violencia estalló por toda la ciudad a causa de la escasez de comida.,Violence erupted all over the city because of the food shortages.
Bájale la llama.,Turn the flame down low.
¿Tienes algún hematoma o sangrado inexplicable?,Do you have any unexplained bruising or bleeding?
Los científicos están trabajando duro para ponerle fin al SIDA.,Scientists are working hard to put an end to AIDS.
Mis padres quedaron satisfechos con mis notas de este año.,My parents were satisfied with my grades this year.
Tom casi olvida su paraguas en el restaurante.,Tom almost forgot his umbrella at the restaurant.
"El invierno está por caer, pronto las montañas se cubrirán de nieve.","With winter coming on, the mountains will soon be covered with snow."
"Para evitar que se echen a perder, los peces atrapados mar adentro son refrigerados inmediatamente.","When out at sea, to keep the fish that is caught from spoiling, it is immediately refrigerated."
Ellas cantaban en coro,They sang in chorus.
Todos los muchachos estaban bailando.,All the boys were dancing.
Quisiera pedir un sándwich.,I would like to order a sandwich.
Nadie ha subido jamás aquella montaña.,Nobody has ever climbed that mountain.
Él rompió las normas.,He broke the rules.
Toma cualquier libro que quieras leer.,Take any books that you want to read.
Tom ya está allí.,Tom is already there.
Pensé que tal vez la pasarías mejor sin mí.,I thought maybe you would have a better time without me.
Creo que deberías comerte un sándwich de jamón.,I think you should eat a ham sandwich.
Me gustaría dormir mejor.,I'd like to sleep better.
Todos mis bisabuelos murieron antes de que yo naciese.,All of my great-grandparents died before I was born.
Fui el último.,I was last.
¿Le gusta vivir en el campo?,Do you like to live in the country?
Puedes ponerlo aquí.,You can put it here.
No tengas tratos con él. No se puede confiar en él para nada.,Don't have anything to do with him. He is completely untrustworthy.
Eso es todo lo que dije.,That's all I said.
Cada día él dice algo diferente.,Every day he says something different.
Espero que todos tus sueños se cumplan.,I hope that all your dreams come true.
Tom plantó algunas semillas de flores en su jardín.,Tom planted some flower seeds in his garden.
¿Esto es azul?,Is this blue?
No puedo parar ni un momento.,I can't stop even for a moment.
Probablemente sea solo el viento.,It's probably just the wind.
Él tiene que trabajar mucho para mantener a su familia.,He has to work hard in order to support his family.
No te preocupes. Nunca te dejaré.,Don't worry. I'll never leave you.
Las mujeres están en frente de la biblioteca.,The women are in front of the library.
Ella discutió con él sobre la educación de sus hijos.,She argued with him about their children's education.
¿Seguro que no quieres una taza de café?,Are you sure you don't want a cup of coffee?
El cambio fue sobresaliente.,The change was remarkable.
La audiencia notó que el orador lucía cansado.,The audience members noted that the speaker looked tired.
Hay algo que no entiendo.,There is one thing I don't understand.
Llovía tan fuerte que decidimos visitarle en algún otro momento.,It rained so hard that we decided to visit him some other time.
Hace calor en esta sala.,It's hot in this room.
Pensé que tal vez un juego de tenis sería divertido.,I thought a game of tennis might be fun.
Tom tiene algo de dinero.,Tom has a little money.
No ha dicho ni pío.,He didn't say a word.
¿Puedo comer algo?,May I eat something?
No puedo asegurar que vaya a ocurrir.,I can't guarantee that that's going to happen.
Cerrad todas las puertas y ventanas.,Shut all the doors and windows.
Parece que tiene un poco de fiebre.,He seems to have a touch of fever.
No soy muy buen carpintero.,I'm not a very good carpenter.
"En realidad, él no fue a la iglesia.",He didn't really go to the church.
"Le aconsejó que dejara de tomar esa medicina, pero él sentía que lo necesitaba.","She advised him to stop taking that medicine, but he felt he needed to."
Tom postuló para una visa.,Tom applied for a visa.
Tuve una larga conversación con Tom.,I had a long conversation with Tom.
Tom estaba bien enojado y yo también.,"Tom was very angry and I was, too."
Nunca fue mi intención lastimarte.,It was never my intention to hurt you.
Lo que sucedió estaba fuera de mi control.,What happened was out of my control.
¿Llamasteis a la policía?,Did you call the police?
Yo no necesito tus consejos.,I don't need your advice.
¿En dónde estás viviendo ahora?,Where do you live now?
Este pájaro puede imitar la voz humana.,This bird can imitate the human voice.
Merece la pena visitar ese museo.,It is worth visiting that museum.
La policía puso fin a la pelea.,The police broke up the fight.
"Ya que estoy aquí, déjame ayudarte.","Since I'm here, let me help you."
Hoy no voy a trabajar contigo.,I'm not going to work with you today.
"Bueno, debo irme.","Well, I must be going."
